 Date Time CO OZ NO2 CHX NO
 15.03.13 00:00 ---- 0.08 0.23 1.67 0.06
 -------- 01:00 ---- 0.14 0.16 1.66 0.06
 -------- 02:00 ---- 0.07 0.21 1.58 0.06
 -------- 03:00 ---- 0.04 0.21 1.58 0.06
 -------- 04:00 ---- 0.05 0.18 1.57 0.06
 15.03.13 05:00 ---- 0.02 0.21 1.59 0.07
 -------- 06:00 ---- 0.02 0.21 1.61 0.09
 -------- 07:00 ---- 0.02 0.23 1.64 0.12
 -------- 08:00 0.02 0.01 0.26 1.73 0.19
 -------- 09:00 0.04 0.01 0.27 1.76 0.21
 15.03.13 10:00 0.05 0.01 0.29 1.85 0.27
 -------- 11:00 0.02 0.01 0.27 1.87 0.21
 -------- 12:00 0.11 0.03 0.22 1.82 0.17
 -------- 13:00 0.11 0.05 0.21 1.67 0.13
 -------- 14:00 0.09 0.08 0.18 1.63 0.11
 15.03.13 15:00 0.08 0.09 0.17 1.60 0.08
 -------- 16:00 0.07 0.10 0.16 1.58 0.07
 -------- 17:00 0.06 0.11 0.16 1.57 0.06
 -------- 18:00 0.06 0.11 0.17 1.58 0.05
 -------- 19:00 0.06 0.10 0.18 1.58 0.05
 15.03.13 20:00 0.07 0.03 0.21 1.62 0.07
 -------- 21:00 0.07 0.01 0.23 1.63 0.08
 -------- 22:00 0.09 ---- 0.23 1.69 0.09
 -------- 23:00 0.11 ---- 0.23 1.69 0.12
 -------- 00:00 0.10 ---- 0.24 1.60 0.13
 16.03.13 01:00 0.08 0.04 0.22 1.57 0.10
 -------- 02:00 0.06 0.07 0.16 1.49 0.05
 -------- 03:00 0.06 0.05 0.17 1.52 0.06
 -------- 04:00 0.06 0.01 0.19 1.52 0.07
 -------- 05:00 0.08 ---- 0.20 1.56 0.09
 16.03.13 06:00 0.08 ---- 0.20 1.58 0.09
 -------- 07:00 0.09 ---- 0.20 1.57 0.09
 -------- 08:00 0.09 ---- 0.19 1.60 0.10
 -------- 09:00 0.09 0.03 0.18 1.53 0.08
 -------- 10:00 0.08 0.05 0.17 1.53 0.08
 16.03.13 11:00 0.09 0.06 0.16 1.52 0.08
 -------- 12:00 0.11 0.09 0.15 1.55 0.09
 -------- 13:00 0.09 0.18 0.14 1.54 0.06
 -------- 14:00 0.08 0.23 0.14 1.53 0.05
 -------- 15:00 0.08 0.27 0.10 1.53 0.05
 16.03.13 16:00 0.09 0.26 0.11 1.52 0.04
 -------- 17:00 0.07 0.27 0.10 1.51 0.04
 -------- 18:00 0.08 0.25 0.10 1.51 0.04
 -------- 19:00 0.09 0.20 0.13 1.53 0.04
 -------- 20:00 0.07 0.23 0.09 1.52 0.04
 16.03.13 21:00 0.08 0.15 0.14 1.54 0.04
 -------- 22:00 0.06 0.22 0.09 1.51 0.04
 -------- 23:00 0.06 0.25 0.07 1.51 0.04
