 Date Time CO OZ NO2 CHX NO
 04.03.13 00:00 ---- 0.33 0.04 1.48 0.05
 -------- 01:00 ---- 0.35 0.02 1.52 0.05
 -------- 02:00 ---- 0.33 0.03 1.55 0.05
 -------- 03:00 ---- 0.28 0.07 1.51 0.05
 -------- 04:00 ---- 0.24 0.10 1.49 0.05
 04.03.13 05:00 ---- 0.29 0.05 1.46 0.05
 -------- 06:00 ---- 0.27 0.07 1.48 0.05
 -------- 07:00 0.02 0.23 0.10 1.51 0.05
 -------- 08:00 0.02 0.22 0.12 1.53 0.06
 -------- 09:00 0.02 0.24 0.12 1.54 0.07
 04.03.13 10:00 0.02 0.28 0.09 1.54 0.08
 -------- 11:00 0.02 0.35 0.05 1.51 0.07
 -------- 12:00 0.02 0.35 0.04 1.50 0.08
 -------- 13:00 0.02 0.38 0.02 1.49 0.07
 -------- 14:00 0.02 0.41 0.02 1.48 0.07
 04.03.13 15:00 ---- 0.41 0.01 1.48 0.07
 -------- 16:00 ---- 0.40 0.02 1.49 0.06
 -------- 17:00 ---- 0.35 0.04 1.49 0.06
 -------- 18:00 ---- 0.32 0.05 1.49 0.06
 -------- 19:00 ---- 0.24 0.12 1.50 0.06
 04.03.13 20:00 ---- 0.33 0.07 1.50 0.05
 -------- 21:00 ---- 0.33 0.05 1.49 0.05
 -------- 22:00 ---- 0.27 0.07 1.50 0.05
 -------- 23:00 ---- 0.17 0.13 1.51 0.05
 -------- 00:00 ---- 0.14 0.14 1.53 0.06
 05.03.13 01:00 ---- 0.15 0.12 1.52 0.05
 -------- 02:00 ---- 0.11 0.15 1.62 0.06
 -------- 03:00 ---- ---- 0.27 1.70 0.14
 -------- 04:00 0.02 ---- 0.27 1.87 0.28
 -------- 05:00 0.02 ---- 0.26 1.71 0.27
 05.03.13 06:00 0.09 0.01 0.27 1.90 0.30
 -------- 07:00 0.09 0.01 0.27 1.99 0.30
 -------- 08:00 0.10 0.01 0.27 1.90 0.29
 -------- 09:00 0.10 0.01 0.29 1.97 0.36
 -------- 10:00 0.10 0.02 0.31 1.92 0.40
 05.03.13 11:00 ---- 0.09 0.25 1.70 0.23
 -------- 12:00 ---- 0.15 0.19 1.62 0.16
 -------- 13:00 ---- 0.18 0.15 1.59 0.14
 -------- 14:00 ---- 0.28 0.08 1.55 0.09
 -------- 15:00 ---- 0.32 0.05 1.53 0.07
 05.03.13 16:00 ---- 0.33 0.05 1.51 0.06
 -------- 17:00 ---- 0.35 0.04 1.53 0.06
 -------- 18:00 ---- 0.36 0.02 1.51 0.05
 -------- 19:00 ---- 0.17 0.15 1.56 0.06
 -------- 20:00 ---- 0.01 0.30 1.68 0.14
 05.03.13 21:00 0.06 0.01 0.32 2.00 0.47
 -------- 22:00 0.09 0.01 0.34 2.56 0.29
 -------- 23:00 0.08 0.01 0.33 2.22 0.32
