 Date Time CO OZ NO2 CHX NO
 03.03.13 12:00 ---- 0.25 0.10 1.53 0.08
 -------- 13:00 ---- 0.28 0.08 1.53 0.07
 -------- 14:00 ---- 0.25 0.10 1.55 0.08
 -------- 15:00 ---- 0.27 0.10 1.51 0.08
 -------- 16:00 ---- 0.29 0.08 1.50 0.07
 03.03.13 17:00 ---- 0.27 0.09 1.51 0.06
 -------- 18:00 ---- 0.29 0.07 1.50 0.05
 -------- 19:00 ---- 0.29 0.08 1.51 0.05
 -------- 20:00 ---- 0.28 0.09 1.51 0.05
 -------- 21:00 ---- 0.24 0.12 1.53 0.05
 03.03.13 22:00 ---- 0.15 0.18 1.58 0.05
 -------- 23:00 ---- 0.24 0.12 1.51 0.05
 -------- 00:00 ---- 0.32 0.05 1.49 0.05
 -------- 01:00 ---- 0.35 0.02 1.52 0.05
 -------- 02:00 ---- 0.33 0.03 1.55 0.05
 04.03.13 03:00 ---- 0.28 0.07 1.51 0.05
 -------- 04:00 ---- 0.24 0.10 1.49 0.05
 -------- 05:00 ---- 0.29 0.05 1.46 0.05
 -------- 06:00 ---- 0.27 0.07 1.48 0.05
 -------- 07:00 0.02 0.23 0.10 1.51 0.05
 04.03.13 08:00 0.02 0.22 0.12 1.53 0.06
 -------- 09:00 0.02 0.24 0.12 1.54 0.07
 -------- 10:00 0.02 0.28 0.09 1.54 0.08
 -------- 11:00 0.02 0.35 0.05 1.51 0.07
 -------- 12:00 0.02 0.35 0.04 1.50 0.08
 04.03.13 13:00 0.02 0.38 0.02 1.49 0.07
 -------- 14:00 0.02 0.41 0.02 1.48 0.07
 -------- 15:00 ---- 0.41 0.01 1.48 0.07
 -------- 16:00 ---- 0.40 0.02 1.49 0.06
 -------- 17:00 ---- 0.35 0.04 1.49 0.06
 04.03.13 18:00 ---- 0.32 0.05 1.49 0.06
 -------- 19:00 ---- 0.24 0.12 1.50 0.06
 -------- 20:00 ---- 0.33 0.07 1.50 0.05
 -------- 21:00 ---- 0.33 0.05 1.49 0.05
 -------- 22:00 ---- 0.27 0.07 1.50 0.05
 04.03.13 23:00 ---- 0.17 0.13 1.51 0.05
 -------- 00:00 ---- 0.14 0.14 1.53 0.06
 -------- 01:00 ---- 0.15 0.12 1.52 0.05
 -------- 02:00 ---- 0.11 0.15 1.62 0.06
 -------- 03:00 ---- ---- 0.27 1.70 0.14
 05.03.13 04:00 0.02 ---- 0.27 1.87 0.28
 -------- 05:00 0.02 ---- 0.26 1.71 0.27
 -------- 06:00 0.09 0.01 0.27 1.90 0.30
 -------- 07:00 0.09 0.01 0.27 1.99 0.30
 -------- 08:00 0.10 0.01 0.27 1.90 0.29
 05.03.13 09:00 0.10 0.01 0.29 1.97 0.36
 -------- 10:00 0.10 0.02 0.31 1.92 0.40
 -------- 11:00 ---- 0.07 0.26 1.71 0.24
