 Date Time CO OZ NO2 CHX NO
 02.03.13 00:00 ---- 0.13 0.07 1.44 0.05
 -------- 01:00 ---- 0.18 0.03 1.45 0.05
 -------- 02:00 ---- 0.22 0.03 1.48 0.04
 -------- 03:00 ---- 0.28 0.01 1.43 0.04
 -------- 04:00 ---- 0.28 0.01 1.45 0.04
 02.03.13 05:00 ---- 0.24 0.03 1.46 0.04
 -------- 06:00 ---- 0.27 0.02 1.46 0.04
 -------- 07:00 ---- 0.29 0.01 1.45 0.04
 -------- 08:00 ---- 0.27 0.02 1.48 0.04
 -------- 09:00 ---- 0.24 0.06 1.51 0.05
 02.03.13 10:00 ---- 0.25 0.06 1.51 0.06
 -------- 11:00 ---- 0.30 0.03 1.49 0.07
 -------- 12:00 ---- 0.27 0.05 1.49 0.07
 -------- 13:00 ---- 0.28 0.06 1.49 0.07
 -------- 14:00 ---- 0.30 0.05 1.48 0.07
 02.03.13 15:00 ---- 0.32 0.04 1.49 0.06
 -------- 16:00 ---- 0.32 0.06 1.48 0.06
 -------- 17:00 ---- 0.31 0.06 1.48 0.06
 -------- 18:00 ---- 0.27 0.10 1.50 0.05
 -------- 19:00 ---- 0.24 0.12 1.51 0.05
 02.03.13 20:00 0.02 0.15 0.18 1.58 0.05
 -------- 21:00 0.02 0.08 0.24 1.57 0.06
 -------- 22:00 0.02 0.04 0.27 1.58 0.07
 -------- 23:00 0.04 0.01 0.33 1.82 0.28
 -------- 00:00 0.09 0.01 0.35 2.14 0.49
 03.03.13 01:00 0.10 0.01 0.32 2.62 0.37
 -------- 02:00 0.12 0.01 0.37 2.49 0.61
 -------- 03:00 0.10 0.01 0.33 2.18 0.29
 -------- 04:00 0.07 0.01 0.31 2.08 0.26
 -------- 05:00 0.10 0.01 0.33 2.16 0.46
 03.03.13 06:00 0.10 0.01 0.35 2.12 0.38
 -------- 07:00 0.09 ---- 0.34 1.94 0.32
 -------- 08:00 0.07 0.01 0.32 2.16 0.28
 -------- 09:00 0.02 0.02 0.32 1.95 0.26
 -------- 10:00 ---- 0.14 0.19 1.57 0.10
 03.03.13 11:00 ---- 0.17 0.17 1.55 0.10
 -------- 12:00 ---- 0.23 0.11 1.53 0.08
 -------- 13:00 ---- 0.28 0.08 1.53 0.07
 -------- 14:00 ---- 0.25 0.10 1.55 0.08
 -------- 15:00 ---- 0.27 0.10 1.51 0.08
 03.03.13 16:00 ---- 0.29 0.08 1.50 0.07
 -------- 17:00 ---- 0.27 0.09 1.51 0.06
 -------- 18:00 ---- 0.29 0.07 1.50 0.05
 -------- 19:00 ---- 0.29 0.08 1.51 0.05
 -------- 20:00 ---- 0.28 0.09 1.51 0.05
 03.03.13 21:00 ---- 0.24 0.12 1.53 0.05
 -------- 22:00 ---- 0.15 0.18 1.58 0.05
 -------- 23:00 ---- 0.22 0.13 1.51 0.05
