 Date Time CO OZ NO2 CHX NO
 02.03.13 12:00 ---- 0.27 0.05 1.50 0.07
 -------- 13:00 ---- 0.28 0.06 1.49 0.07
 -------- 14:00 ---- 0.30 0.05 1.48 0.07
 -------- 15:00 ---- 0.32 0.04 1.49 0.06
 -------- 16:00 ---- 0.32 0.06 1.48 0.06
 02.03.13 17:00 ---- 0.31 0.06 1.48 0.06
 -------- 18:00 ---- 0.27 0.10 1.50 0.05
 -------- 19:00 ---- 0.24 0.12 1.51 0.05
 -------- 20:00 0.02 0.15 0.18 1.58 0.05
 -------- 21:00 0.02 0.08 0.24 1.57 0.06
 02.03.13 22:00 0.02 0.04 0.27 1.58 0.07
 -------- 23:00 0.04 0.01 0.33 1.82 0.28
 -------- 00:00 0.09 0.01 0.35 2.14 0.49
 -------- 01:00 0.10 0.01 0.32 2.62 0.37
 -------- 02:00 0.12 0.01 0.37 2.49 0.61
 03.03.13 03:00 0.10 0.01 0.33 2.18 0.29
 -------- 04:00 0.07 0.01 0.31 2.08 0.26
 -------- 05:00 0.10 0.01 0.33 2.16 0.46
 -------- 06:00 0.10 0.01 0.35 2.12 0.38
 -------- 07:00 0.09 ---- 0.34 1.94 0.32
 03.03.13 08:00 0.07 0.01 0.32 2.16 0.28
 -------- 09:00 0.02 0.02 0.32 1.95 0.26
 -------- 10:00 ---- 0.14 0.19 1.57 0.10
 -------- 11:00 ---- 0.17 0.17 1.55 0.10
 -------- 12:00 ---- 0.23 0.11 1.53 0.08
 03.03.13 13:00 ---- 0.28 0.08 1.53 0.07
 -------- 14:00 ---- 0.25 0.10 1.55 0.08
 -------- 15:00 ---- 0.27 0.10 1.51 0.08
 -------- 16:00 ---- 0.29 0.08 1.50 0.07
 -------- 17:00 ---- 0.27 0.09 1.51 0.06
 03.03.13 18:00 ---- 0.29 0.07 1.50 0.05
 -------- 19:00 ---- 0.29 0.08 1.51 0.05
 -------- 20:00 ---- 0.28 0.09 1.51 0.05
 -------- 21:00 ---- 0.24 0.12 1.53 0.05
 -------- 22:00 ---- 0.15 0.18 1.58 0.05
 03.03.13 23:00 ---- 0.24 0.12 1.51 0.05
 -------- 00:00 ---- 0.32 0.05 1.49 0.05
 -------- 01:00 ---- 0.35 0.02 1.52 0.05
 -------- 02:00 ---- 0.33 0.03 1.55 0.05
 -------- 03:00 ---- 0.28 0.07 1.51 0.05
 04.03.13 04:00 ---- 0.24 0.10 1.49 0.05
 -------- 05:00 ---- 0.29 0.05 1.46 0.05
 -------- 06:00 ---- 0.27 0.07 1.48 0.05
 -------- 07:00 0.02 0.23 0.10 1.51 0.05
 -------- 08:00 0.02 0.22 0.12 1.53 0.06
 04.03.13 09:00 0.02 0.24 0.12 1.54 0.07
 -------- 10:00 0.02 0.28 0.09 1.54 0.08
 -------- 11:00 0.02 0.35 0.05 1.51 0.07
