 Date Time CO OZ NO2 CHX NO
 13.03.13 12:00 ---- 0.26 0.13 1.60 0.12
 -------- 13:00 ---- 0.36 0.06 1.53 0.11
 -------- 14:00 ---- 0.43 0.01 1.49 0.08
 -------- 15:00 ---- 0.36 0.06 1.52 0.09
 -------- 16:00 ---- 0.35 0.07 1.53 0.08
 13.03.13 17:00 ---- 0.36 0.07 1.54 0.08
 -------- 18:00 ---- 0.29 0.11 1.55 0.07
 -------- 19:00 ---- 0.18 0.20 1.60 0.07
 -------- 20:00 0.02 0.04 0.32 1.64 0.08
 -------- 21:00 0.02 0.04 0.31 1.62 0.09
 13.03.13 22:00 0.02 0.04 0.30 1.63 0.09
 -------- 23:00 0.02 0.07 0.27 1.63 0.08
 -------- 00:00 0.02 0.04 0.30 1.59 0.09
 -------- 01:00 0.02 0.01 0.33 1.58 0.11
 -------- 02:00 0.02 0.01 0.33 1.59 0.11
 14.03.13 03:00 0.02 ---- 0.33 1.61 0.12
 -------- 04:00 0.02 0.02 0.32 1.61 0.10
 -------- 05:00 ---- 0.04 0.28 1.60 0.07
 -------- 06:00 ---- 0.14 0.19 1.59 0.06
 -------- 07:00 ---- 0.01 0.31 1.62 0.10
 14.03.13 08:00 ---- 0.05 0.30 1.63 0.10
 -------- 09:00 ---- 0.07 0.29 1.70 0.12
 -------- 10:00 0.02 0.08 0.31 1.71 0.15
 -------- 11:00 0.02 0.09 0.30 2.13 0.17
 -------- 12:00 0.02 0.12 0.25 1.87 0.15
 14.03.13 13:00 0.02 0.14 0.23 1.66 0.14
 -------- 14:00 0.02 0.12 0.26 1.66 0.17
 -------- 15:00 ---- 0.18 0.21 1.73 0.11
 -------- 16:00 ---- 0.13 0.25 1.82 0.11
 -------- 17:00 ---- 0.15 0.21 1.69 0.09
 14.03.13 18:00 ---- 0.16 0.20 1.59 0.08
 -------- 19:00 ---- 0.11 0.21 1.59 0.07
 -------- 20:00 ---- 0.16 0.17 1.63 0.07
 -------- 21:00 ---- 0.21 0.15 1.73 0.07
 -------- 22:00 ---- 0.23 0.14 1.57 0.06
 14.03.13 23:00 ---- 0.17 0.18 1.75 0.07
 -------- 00:00 ---- 0.12 0.20 1.69 0.07
 -------- 01:00 ---- 0.14 0.16 1.66 0.06
 -------- 02:00 ---- 0.07 0.21 1.58 0.06
 -------- 03:00 ---- 0.04 0.21 1.58 0.06
 15.03.13 04:00 ---- 0.05 0.18 1.57 0.06
 -------- 05:00 ---- 0.02 0.21 1.59 0.07
 -------- 06:00 ---- 0.02 0.21 1.61 0.09
 -------- 07:00 ---- 0.02 0.23 1.64 0.12
 -------- 08:00 0.02 0.01 0.26 1.73 0.19
 15.03.13 09:00 0.04 0.01 0.27 1.76 0.21
 -------- 10:00 0.05 0.01 0.29 1.85 0.27
 -------- 11:00 0.02 0.02 0.27 1.92 0.21
