 Date Time CO OZ NO2 CHX NO
 05.03.13 00:00 ---- 0.13 0.14 1.54 0.05
 -------- 01:00 ---- 0.15 0.12 1.52 0.05
 -------- 02:00 ---- 0.11 0.15 1.62 0.06
 -------- 03:00 ---- ---- 0.27 1.70 0.14
 -------- 04:00 0.02 ---- 0.27 1.87 0.28
 05.03.13 05:00 0.02 ---- 0.26 1.71 0.27
 -------- 06:00 0.09 0.01 0.27 1.90 0.30
 -------- 07:00 0.09 0.01 0.27 1.99 0.30
 -------- 08:00 0.10 0.01 0.27 1.90 0.29
 -------- 09:00 0.10 0.01 0.29 1.97 0.36
 05.03.13 10:00 0.10 0.02 0.31 1.92 0.40
 -------- 11:00 ---- 0.09 0.25 1.70 0.23
 -------- 12:00 ---- 0.15 0.19 1.62 0.16
 -------- 13:00 ---- 0.18 0.15 1.59 0.14
 -------- 14:00 ---- 0.28 0.08 1.55 0.09
 05.03.13 15:00 ---- 0.32 0.05 1.53 0.07
 -------- 16:00 ---- 0.33 0.05 1.51 0.06
 -------- 17:00 ---- 0.35 0.04 1.53 0.06
 -------- 18:00 ---- 0.36 0.02 1.51 0.05
 -------- 19:00 ---- 0.17 0.15 1.56 0.06
 05.03.13 20:00 ---- 0.01 0.30 1.68 0.14
 -------- 21:00 0.06 0.01 0.32 2.00 0.47
 -------- 22:00 0.09 0.01 0.34 2.56 0.29
 -------- 23:00 0.08 0.01 0.33 2.16 0.35
 -------- 00:00 0.08 0.01 0.35 2.00 0.37
 06.03.13 01:00 0.08 0.01 0.34 2.23 0.39
 -------- 02:00 0.07 0.01 0.34 2.44 0.32
 -------- 03:00 0.04 0.01 0.33 2.40 0.25
 -------- 04:00 0.02 0.01 0.31 2.08 0.14
 -------- 05:00 ---- 0.01 0.30 2.08 0.11
 06.03.13 06:00 ---- 0.02 0.27 2.03 0.08
 -------- 07:00 0.02 0.01 0.27 1.99 0.10
 -------- 08:00 0.02 0.02 0.26 1.84 0.10
 -------- 09:00 0.02 0.03 0.24 1.88 0.13
 -------- 10:00 0.02 0.09 0.19 1.81 0.12
 06.03.13 11:00 0.02 0.16 0.14 1.64 0.10
 -------- 12:00 0.02 0.19 0.12 1.73 0.10
 -------- 13:00 ---- 0.27 0.07 1.70 0.09
 -------- 14:00 ---- 0.26 0.11 1.71 0.09
 -------- 15:00 ---- 0.28 0.11 1.65 0.09
 06.03.13 16:00 ---- 0.37 0.05 1.50 0.07
 -------- 17:00 ---- 0.33 0.10 1.51 0.07
 -------- 18:00 0.02 0.29 0.14 1.56 0.06
 -------- 19:00 0.03 0.26 0.16 1.56 0.06
 -------- 20:00 0.03 0.31 0.12 1.52 0.06
 06.03.13 21:00 0.02 0.38 0.07 1.49 0.06
 -------- 22:00 0.02 0.38 0.07 1.49 0.05
 -------- 23:00 0.02 0.36 0.10 1.50 0.06
