 Date Time CO SO2 OZ NO2 NO PM10
 19.10.12 12:00 0.10 0.01 0.02 0.28 0.21 0.08
 -------- 13:00 0.07 0.01 0.02 0.29 0.14 0.06
 -------- 14:00 0.05 0.01 0.02 0.31 0.09 0.06
 -------- 15:00 0.03 0.00 0.03 0.27 0.05 0.06
 -------- 16:00 0.02 0.00 0.05 0.24 0.03 0.04
 19.10.12 17:00 0.02 0.00 0.04 0.26 0.03 0.05
 -------- 18:00 0.02 0.00 0.06 0.27 0.01 0.05
 -------- 19:00 0.02 0.00 0.05 0.28 0.02 0.05
 -------- 20:00 0.02 0.00 0.16 0.20 0.00 0.04
 -------- 21:00 ---- 0.00 0.16 0.19 0.01 0.05
 19.10.12 22:00 ---- 0.00 0.23 0.14 0.00 0.04
 -------- 23:00 ---- 0.00 0.24 0.13 0.01 0.04
 -------- 00:00 ---- 0.00 0.21 0.13 0.00 0.04
 -------- 01:00 ---- 0.00 0.24 0.10 0.00 0.04
 -------- 02:00 ---- 0.00 0.28 0.10 ---- 0.04
 20.10.12 03:00 0.02 0.00 0.35 0.07 ---- 0.03
 -------- 04:00 ---- ---- 0.34 0.07 0.00 0.03
 -------- 05:00 ---- 0.00 0.32 0.08 0.00 0.03
 -------- 06:00 ---- ---- 0.31 0.10 0.00 0.04
