 Date Time CO NO2 CHX NO PM10
 28.03.13 12:00 0.06 0.23 1.34 0.08 0.04
 -------- 13:00 0.05 0.18 1.29 0.06 0.03
 -------- 14:00 0.04 0.11 1.25 0.03 0.03
 -------- 15:00 0.05 0.14 1.26 0.05 0.04
 -------- 16:00 0.05 0.15 1.26 0.04 0.03
 28.03.13 17:00 0.05 0.15 1.27 0.04 0.04
 -------- 18:00 0.06 0.18 1.30 0.03 0.03
 -------- 19:00 0.07 0.27 1.35 0.03 0.02
 -------- 20:00 0.06 0.33 1.31 0.01 0.03
 -------- 21:00 0.07 0.43 1.35 0.01 0.03
 28.03.13 22:00 0.08 0.49 1.36 0.02 0.04
 -------- 23:00 0.07 0.50 1.34 0.01 0.04
 -------- 00:00 0.07 0.53 1.35 0.03 0.04
 -------- 01:00 0.10 0.50 1.38 0.11 0.03
 -------- 02:00 0.11 0.54 1.41 0.14 0.04
 29.03.13 03:00 0.08 0.53 1.38 0.09 0.03
 -------- 04:00 0.07 0.52 1.36 0.08 0.03
 -------- 05:00 0.09 0.54 1.37 0.11 0.03
 -------- 06:00 0.09 0.53 1.37 0.08 0.04
 -------- 07:00 0.12 0.56 1.45 0.13 0.05
 29.03.13 08:00 0.11 0.51 1.43 0.12 0.05
 -------- 09:00 0.14 0.54 1.48 0.21 0.04
 -------- 10:00 0.16 0.54 1.49 0.25 0.06
 -------- 11:00 0.13 0.46 1.45 0.17 0.06
 -------- 12:00 0.09 0.29 1.35 0.08 0.04
 29.03.13 13:00 0.07 0.20 1.31 0.06 0.05
 -------- 14:00 0.06 0.19 1.30 0.05 0.05
 -------- 15:00 0.05 0.12 1.27 0.02 0.03
 -------- 16:00 0.04 0.08 1.25 0.01 0.01
 -------- 17:00 0.05 0.11 1.26 0.01 0.02
 29.03.13 18:00 0.05 0.17 1.28 0.02 0.02
 -------- 19:00 0.05 0.20 1.30 0.01 0.02
 -------- 20:00 0.08 0.39 1.35 0.02 0.03
 -------- 21:00 0.31 0.63 1.54 0.53 0.10
 -------- 22:00 0.34 0.66 1.57 0.61 0.10
 29.03.13 23:00 0.33 0.67 1.65 0.68 0.12
 -------- 00:00 0.49 0.69 1.83 0.95 0.19
 -------- 01:00 0.64 0.76 2.13 1.53 0.26
 -------- 02:00 0.55 0.80 2.42 1.50 0.24
 -------- 03:00 0.65 0.85 2.51 1.77 0.27
 30.03.13 04:00 0.60 0.85 2.62 1.72 0.23
 -------- 05:00 0.53 0.88 2.40 1.66 0.19
 -------- 06:00 0.41 0.80 2.20 1.28 0.16
 -------- 07:00 0.46 0.81 2.16 1.34 0.14
 -------- 08:00 0.44 0.87 2.15 1.34 0.17
 30.03.13 09:00 0.15 0.70 1.72 0.29 0.09
 -------- 10:00 0.09 0.59 1.59 0.18 0.06
 -------- 11:00 0.07 0.50 1.47 0.13 0.07
