 Date Time CO NO2 CHX NO PM10
 15.04.13 12:00 0.10 0.39 1.38 0.05 0.23
 -------- 13:00 0.11 0.39 1.39 0.04 0.24
 -------- 14:00 0.12 0.44 1.42 0.05 0.22
 -------- 15:00 0.13 0.43 1.43 0.04 0.21
 -------- 16:00 0.08 0.29 1.36 0.01 0.17
 15.04.13 17:00 0.05 0.21 1.32 0.01 0.13
 -------- 18:00 0.06 0.21 1.31 0.01 0.15
 -------- 19:00 0.08 0.21 1.32 0.00 0.12
 -------- 20:00 0.09 0.27 1.36 0.00 0.16
 -------- 21:00 0.15 0.58 1.60 0.02 0.24
 15.04.13 22:00 0.17 0.75 1.64 0.03 0.29
 -------- 23:00 0.17 0.76 1.65 0.04 0.28
 -------- 00:00 0.16 0.74 1.74 0.06 0.25
 -------- 01:00 0.11 0.59 1.51 0.01 0.17
 -------- 02:00 0.11 0.48 1.46 0.01 0.13
 16.04.13 03:00 0.10 0.59 1.47 0.01 0.13
 -------- 04:00 0.08 0.49 1.48 ---- 0.13
 -------- 05:00 0.08 0.50 1.49 0.01 0.12
 -------- 06:00 0.06 0.37 1.47 0.02 0.12
 -------- 07:00 0.11 0.60 1.55 0.07 0.20
 16.04.13 08:00 0.11 0.58 1.48 0.06 0.23
 -------- 09:00 0.10 0.48 1.44 0.06 0.25
 -------- 10:00 0.08 0.37 1.43 0.03 0.20
 -------- 11:00 0.09 0.38 1.50 0.05 0.24
 -------- 12:00 0.09 0.27 1.42 0.03 0.20
 16.04.13 13:00 0.08 0.20 1.36 0.02 0.19
 -------- 14:00 0.07 0.12 1.32 0.01 0.15
 -------- 15:00 0.07 0.10 1.31 0.01 0.15
 -------- 16:00 0.08 0.12 1.31 0.01 0.13
 -------- 17:00 0.08 0.11 1.31 0.01 0.12
 16.04.13 18:00 0.09 0.13 1.31 0.01 0.12
 -------- 19:00 0.09 0.11 1.31 ---- 0.10
 -------- 20:00 0.11 0.17 1.33 0.00 0.14
 -------- 21:00 0.12 0.33 1.39 0.01 0.16
 -------- 22:00 0.12 0.32 1.38 0.00 0.16
 16.04.13 23:00 0.11 0.37 1.38 0.04 0.17
 -------- 00:00 0.17 0.54 1.46 0.10 0.26
 -------- 01:00 0.12 0.49 1.48 0.03 0.20
 -------- 02:00 0.11 0.50 1.50 0.04 0.16
 -------- 03:00 0.09 0.50 1.51 0.01 0.13
 17.04.13 04:00 0.08 0.48 1.54 0.01 0.12
 -------- 05:00 0.10 0.48 1.63 0.05 0.12
 -------- 06:00 0.12 0.47 1.67 0.13 0.14
 -------- 07:00 0.19 0.49 1.68 0.32 0.22
 -------- 08:00 0.17 0.56 1.64 0.22 0.22
 17.04.13 09:00 0.11 0.41 1.50 0.09 0.20
 -------- 10:00 0.09 0.27 1.42 0.04 0.15
 -------- 11:00 0.08 0.19 1.36 0.02 0.15
