 Date Time CO NO2 CHX NO PM10
 14.10.12 12:00 0.09 0.15 1.35 0.03 0.06
 -------- 13:00 0.11 0.17 1.36 0.02 0.06
 -------- 14:00 0.10 0.17 1.37 0.02 0.06
 -------- 15:00 0.11 0.19 1.37 0.02 0.07
 -------- 16:00 0.11 0.21 1.38 0.05 0.07
 14.10.12 17:00 0.11 0.22 1.42 0.05 0.08
 -------- 18:00 0.14 0.24 1.49 0.06 0.10
 -------- 19:00 0.17 0.26 1.49 0.13 0.13
 -------- 20:00 0.19 0.27 1.56 0.15 0.13
 -------- 21:00 0.13 0.27 1.47 0.06 0.10
 14.10.12 22:00 0.09 0.21 1.36 0.01 0.07
 -------- 23:00 0.07 0.21 1.38 0.01 0.06
 -------- 00:00 0.05 0.18 1.36 0.00 0.06
 -------- 01:00 0.05 0.17 1.38 0.00 0.05
 -------- 02:00 0.06 0.20 1.40 0.00 0.05
 15.10.12 03:00 0.06 0.19 1.42 0.00 0.05
 -------- 04:00 0.07 0.21 1.43 0.03 0.07
 -------- 05:00 0.10 0.23 1.58 0.12 0.09
 -------- 06:00 0.11 0.22 1.62 0.14 0.09
 -------- 07:00 0.13 0.22 1.61 0.19 0.08
 15.10.12 08:00 0.31 0.22 1.80 0.46 0.13
 -------- 09:00 0.32 0.27 1.82 0.40 0.16
 -------- 10:00 0.31 0.32 1.82 0.40 0.19
 -------- 11:00 0.25 0.32 1.74 0.30 0.19
 -------- 12:00 0.15 0.30 1.57 0.16 0.14
 15.10.12 13:00 0.13 0.30 1.62 0.14 0.12
 -------- 14:00 0.09 0.27 1.44 0.10 0.11
 -------- 15:00 0.04 0.20 1.34 0.03 0.08
 -------- 16:00 0.04 0.21 1.35 0.02 0.08
 -------- 17:00 0.05 0.24 1.35 0.02 0.10
 15.10.12 18:00 0.05 0.23 1.32 0.01 0.11
 -------- 19:00 0.05 0.20 1.33 0.00 0.07
 -------- 20:00 0.06 0.24 1.38 0.01 0.07
 -------- 21:00 0.05 0.21 1.34 0.01 0.05
 -------- 22:00 0.05 0.18 1.33 0.01 0.05
 15.10.12 23:00 0.06 0.17 1.33 0.01 0.05
 -------- 00:00 0.06 0.20 1.32 0.01 0.05
 -------- 01:00 0.05 0.16 1.31 0.01 0.06
 -------- 02:00 0.04 0.12 1.32 0.00 0.06
 -------- 03:00 0.04 0.14 1.33 0.00 0.06
 16.10.12 04:00 0.04 0.13 1.33 0.00 0.05
 -------- 05:00 0.06 0.14 1.34 0.00 0.05
 -------- 06:00 0.06 0.16 1.35 0.01 0.06
 -------- 07:00 0.07 0.19 1.35 0.02 0.07
 -------- 08:00 0.07 0.18 1.35 0.02 0.06
 16.10.12 09:00 0.10 0.20 1.38 0.06 0.09
 -------- 10:00 0.11 0.21 1.38 0.07 0.09
 -------- 11:00 0.10 0.20 1.40 0.06 0.10
