 Date Time CO NO2 CHX NO PM10
 31.01.13 00:00 0.06 0.33 1.45 0.05 0.05
 -------- 01:00 0.06 0.31 1.45 0.03 0.05
 -------- 02:00 0.06 0.28 1.43 0.02 0.04
 -------- 03:00 0.06 0.26 1.39 0.01 0.04
 -------- 04:00 0.06 0.23 1.39 0.01 0.05
 31.01.13 05:00 0.06 0.25 1.39 0.01 0.04
 -------- 06:00 0.06 0.26 1.41 0.02 0.05
 -------- 07:00 0.07 0.29 1.47 0.04 0.05
 -------- 08:00 0.08 0.30 1.49 0.06 0.06
 -------- 09:00 0.08 0.30 1.49 0.07 0.10
 31.01.13 10:00 0.09 0.28 1.50 0.07 0.08
 -------- 11:00 0.08 0.27 1.49 0.09 0.07
 -------- 12:00 0.08 0.26 1.48 0.09 0.06
 -------- 13:00 0.08 0.25 1.45 0.09 0.06
 -------- 14:00 0.08 0.24 1.44 0.06 0.05
 31.01.13 15:00 0.07 0.23 1.42 0.05 0.05
 -------- 16:00 0.07 0.27 1.41 0.04 0.05
 -------- 17:00 0.08 0.29 1.42 0.04 0.05
 -------- 18:00 0.07 0.27 1.41 0.03 0.06
 -------- 19:00 0.08 0.27 1.43 0.02 0.06
 31.01.13 20:00 0.08 0.27 1.44 0.02 0.07
 -------- 21:00 0.08 0.26 1.44 0.02 0.06
 -------- 22:00 0.07 0.26 1.43 0.02 0.05
 -------- 23:00 0.07 0.25 1.45 0.01 0.06
 -------- 00:00 0.06 0.23 1.43 0.02 0.07
 01.02.13 01:00 0.06 0.22 1.43 0.02 0.06
 -------- 02:00 0.06 0.22 1.49 0.01 0.07
 -------- 03:00 0.06 0.21 1.50 0.01 0.06
 -------- 04:00 0.06 0.21 1.49 0.01 0.07
 -------- 05:00 0.07 0.22 1.51 0.02 0.08
 01.02.13 06:00 0.08 0.23 1.51 0.03 0.08
 -------- 07:00 0.09 0.26 1.51 0.05 0.08
 -------- 08:00 0.10 0.26 ---- 0.06 0.08
 -------- 09:00 0.10 0.27 ---- 0.07 0.08
 -------- 10:00 0.10 0.27 ---- 0.09 0.10
 01.02.13 11:00 0.10 0.27 ---- 0.08 0.10
 -------- 12:00 0.10 0.26 ---- 0.09 0.11
 -------- 13:00 0.10 0.25 ---- 0.09 0.11
 -------- 14:00 0.10 0.25 ---- 0.08 0.12
 -------- 15:00 0.10 0.26 ---- 0.07 0.11
 01.02.13 16:00 0.10 0.27 ---- 0.08 0.12
 -------- 17:00 0.11 0.28 ---- 0.07 0.14
 -------- 18:00 0.11 0.30 ---- 0.07 0.13
 -------- 19:00 0.12 0.31 ---- 0.09 0.14
 -------- 20:00 0.11 0.31 ---- 0.08 0.12
 01.02.13 21:00 0.10 0.31 ---- 0.08 0.09
 -------- 22:00 0.10 0.31 ---- 0.08 0.09
 -------- 23:00 0.11 0.30 ---- 0.10 0.09
