 Date Time CO NO2 CHX NO PM10
 04.10.12 00:00 0.12 0.19 1.44 0.07 0.11
 -------- 01:00 0.11 0.18 1.47 0.07 0.10
 -------- 02:00 0.15 0.16 1.52 0.18 0.12
 -------- 03:00 0.18 0.16 1.61 0.18 0.11
 -------- 04:00 0.24 0.17 1.80 0.31 0.15
 04.10.12 05:00 0.22 0.18 1.79 0.30 0.17
 -------- 06:00 0.15 0.17 1.68 0.21 0.14
 -------- 07:00 0.15 0.17 1.60 0.21 0.13
 -------- 08:00 0.13 0.16 1.51 0.14 0.10
 -------- 09:00 0.13 0.17 1.47 0.12 0.14
 04.10.12 10:00 0.11 0.19 1.43 0.12 0.20
 -------- 11:00 0.12 0.20 1.47 0.13 0.18
 -------- 12:00 0.12 0.22 1.51 0.13 0.15
 -------- 13:00 0.12 0.20 1.50 0.09 0.15
 -------- 14:00 0.15 0.23 1.55 0.08 0.17
 04.10.12 15:00 0.10 0.19 1.43 0.03 0.18
 -------- 16:00 0.09 0.15 1.39 0.02 0.16
 -------- 17:00 0.08 0.16 1.39 0.01 0.14
 -------- 18:00 0.08 0.17 1.36 0.00 0.10
 -------- 19:00 0.07 0.17 1.37 0.00 0.09
 04.10.12 20:00 0.08 0.20 1.39 0.00 0.13
 -------- 21:00 0.09 0.19 1.38 0.01 0.11
 -------- 22:00 0.07 0.15 1.41 0.01 0.07
 -------- 23:00 0.06 0.13 1.33 0.02 0.04
 -------- 00:00 0.04 0.07 1.31 0.01 0.02
 05.10.12 01:00 0.04 0.07 1.29 0.00 0.02
 -------- 02:00 0.05 0.09 1.31 0.00 0.03
 -------- 03:00 0.05 0.07 1.32 0.00 0.04
 -------- 04:00 0.04 0.07 1.32 0.00 0.02
 -------- 05:00 0.05 0.12 1.34 0.00 0.03
 05.10.12 06:00 0.10 0.21 1.41 0.07 0.05
 -------- 07:00 0.15 0.24 1.49 0.16 0.07
 -------- 08:00 0.22 0.27 1.64 0.25 0.10
 -------- 09:00 0.23 0.27 1.73 0.28 0.12
 -------- 10:00 0.20 0.28 1.56 0.18 0.10
 05.10.12 11:00 0.15 0.27 1.49 0.13 0.07
 -------- 12:00 0.12 0.26 1.47 0.10 0.10
 -------- 13:00 0.12 0.23 1.47 0.09 0.11
 -------- 14:00 0.13 0.22 1.47 0.08 0.10
 -------- 15:00 0.12 0.24 1.47 0.08 0.16
 05.10.12 16:00 0.15 0.27 1.51 0.11 0.15
 -------- 17:00 0.09 0.22 1.40 0.02 0.13
 -------- 18:00 0.07 0.17 1.37 0.00 0.11
 -------- 19:00 0.07 0.16 1.35 0.00 0.10
 -------- 20:00 0.09 0.21 1.38 0.01 0.07
 05.10.12 21:00 0.10 0.26 1.39 0.02 0.06
 -------- 22:00 0.10 0.24 1.39 0.02 0.05
 -------- 23:00 0.09 0.19 1.36 0.01 0.04
