 Date Time CO NO2 CHX NO PM10
 27.01.13 00:00 0.06 0.23 1.37 0.00 0.03
 -------- 01:00 0.05 0.18 1.35 0.00 0.02
 -------- 02:00 0.04 0.17 1.33 0.00 0.02
 -------- 03:00 0.04 0.15 1.33 0.00 0.01
 -------- 04:00 0.04 0.15 1.34 0.00 0.02
 27.01.13 05:00 0.04 0.19 1.35 0.00 0.02
 -------- 06:00 0.04 0.19 1.34 0.00 0.01
 -------- 07:00 0.04 0.19 1.33 0.01 0.02
 -------- 08:00 0.06 0.25 1.35 0.01 0.02
 -------- 09:00 0.06 0.27 1.37 0.01 0.02
 27.01.13 10:00 0.07 0.25 1.38 0.04 0.03
 -------- 11:00 0.11 0.32 1.46 0.12 0.05
 -------- 12:00 0.12 0.34 1.47 0.17 0.06
 -------- 13:00 0.10 0.29 1.45 0.12 0.05
 -------- 14:00 0.10 0.28 1.45 0.10 0.05
 27.01.13 15:00 0.10 0.31 1.46 0.11 0.05
 -------- 16:00 0.10 0.33 1.45 0.09 0.05
 -------- 17:00 0.10 0.38 1.45 0.07 0.05
 -------- 18:00 0.11 0.42 1.52 0.08 0.04
 -------- 19:00 0.13 0.41 1.54 0.12 0.04
 27.01.13 20:00 0.18 0.43 1.62 0.25 0.07
 -------- 21:00 0.18 0.42 1.59 0.23 0.06
 -------- 22:00 0.19 0.42 1.60 0.26 0.08
 -------- 23:00 0.17 0.43 1.56 0.23 0.08
 -------- 00:00 0.17 0.44 1.57 0.26 0.09
 28.01.13 01:00 0.13 0.43 1.53 0.21 0.07
 -------- 02:00 0.11 0.41 1.52 0.15 0.07
 -------- 03:00 0.09 0.39 1.47 0.09 0.05
 -------- 04:00 0.09 0.38 1.48 0.08 0.05
 -------- 05:00 0.08 0.38 1.47 0.07 0.04
 28.01.13 06:00 0.08 0.38 1.48 0.08 0.06
 -------- 07:00 0.09 0.39 1.50 0.12 0.06
 -------- 08:00 0.13 0.41 1.52 0.19 0.07
 -------- 09:00 0.17 0.42 1.54 0.23 0.07
 -------- 10:00 0.15 0.41 1.52 0.22 0.07
 28.01.13 11:00 0.14 0.42 1.53 0.22 0.09
 -------- 12:00 0.14 0.42 1.55 0.21 0.12
 -------- 13:00 0.11 0.37 1.48 0.17 0.07
 -------- 14:00 0.11 0.38 1.50 0.20 0.08
 -------- 15:00 0.11 0.38 1.49 0.18 0.07
 28.01.13 16:00 0.10 0.38 1.48 0.16 0.07
 -------- 17:00 0.11 0.40 1.49 0.16 0.07
 -------- 18:00 0.10 0.38 1.54 0.08 0.06
 -------- 19:00 0.09 0.37 1.50 0.04 0.05
 -------- 20:00 0.09 0.36 1.47 0.03 0.05
 28.01.13 21:00 0.08 0.34 1.46 0.03 0.05
 -------- 22:00 0.08 0.35 1.46 0.03 0.05
 -------- 23:00 0.08 0.34 1.45 0.02 0.06
