 Date Time CO NO2 CHX NO PM10
 19.12.12 00:00 0.06 0.28 1.44 0.03 0.04
 -------- 01:00 0.05 0.28 1.39 0.02 0.04
 -------- 02:00 0.04 0.29 1.39 0.02 0.04
 -------- 03:00 0.07 0.29 1.40 0.02 0.04
 -------- 04:00 0.04 0.26 1.41 0.01 0.04
 19.12.12 05:00 0.06 0.27 1.44 0.02 0.05
 -------- 06:00 0.06 0.29 1.45 0.06 0.05
 -------- 07:00 0.07 0.31 1.47 0.08 0.05
 -------- 08:00 0.09 0.33 1.48 0.12 0.06
 -------- 09:00 0.11 0.36 1.51 0.20 0.08
 19.12.12 10:00 0.10 0.37 1.47 0.22 0.08
 -------- 11:00 0.10 0.37 1.48 0.25 0.09
 -------- 12:00 0.10 0.36 1.50 0.26 0.09
 -------- 13:00 0.10 0.37 1.51 0.29 0.09
 -------- 14:00 0.10 0.37 1.53 0.28 0.09
 19.12.12 15:00 0.09 0.37 1.53 0.23 0.10
 -------- 16:00 0.09 0.39 1.48 0.19 0.09
 -------- 17:00 0.08 0.39 1.45 0.12 0.08
 -------- 18:00 0.08 0.40 1.45 0.11 0.08
 -------- 19:00 0.09 0.42 1.46 0.12 0.07
 19.12.12 20:00 0.10 0.43 1.50 0.17 0.09
 -------- 21:00 0.10 0.42 1.51 0.15 0.09
 -------- 22:00 0.09 0.41 1.50 0.15 0.08
 -------- 23:00 0.10 0.41 1.49 0.15 0.07
 -------- 00:00 0.08 0.40 1.50 0.12 0.09
 20.12.12 01:00 0.08 0.40 1.50 0.13 0.07
 -------- 02:00 0.08 0.40 1.53 0.12 0.07
 -------- 03:00 0.08 0.39 1.77 0.09 0.07
 -------- 04:00 0.08 0.39 1.78 0.08 0.07
 -------- 05:00 0.08 0.39 1.74 0.10 0.06
 20.12.12 06:00 0.07 0.39 1.71 0.13 0.06
 -------- 07:00 0.13 0.41 1.86 0.30 0.07
 -------- 08:00 0.17 0.42 2.01 0.31 0.08
 -------- 09:00 0.17 0.43 2.03 0.30 0.12
 -------- 10:00 0.17 0.44 2.04 0.35 0.14
 20.12.12 11:00 0.18 0.45 1.93 0.43 0.12
 -------- 12:00 0.12 0.43 1.70 0.38 0.11
 -------- 13:00 0.13 0.46 1.70 0.44 0.11
 -------- 14:00 0.16 0.43 1.82 0.34 0.12
 -------- 15:00 0.18 0.45 1.91 0.37 0.14
 20.12.12 16:00 0.17 0.41 1.74 0.35 0.12
 -------- 17:00 0.18 0.42 1.60 0.32 0.09
 -------- 18:00 0.23 0.43 1.60 0.37 0.10
 -------- 19:00 0.23 0.41 1.57 0.41 0.11
 -------- 20:00 0.25 0.42 1.59 0.48 0.11
 20.12.12 21:00 0.21 0.41 1.58 0.42 0.09
 -------- 22:00 0.21 0.41 1.59 0.41 0.10
 -------- 23:00 0.20 0.39 1.62 0.40 0.10
