 Date Time CO OZ NO2 CHX NO
 31.10.12 12:00 ---- 0.07 0.14 1.74 0.25
 -------- 13:00 ---- 0.06 0.13 1.78 0.21
 -------- 14:00 ---- 0.07 0.12 1.77 0.15
 -------- 15:00 ---- 0.07 0.11 1.69 0.13
 -------- 16:00 ---- 0.08 0.10 1.60 0.09
 31.10.12 17:00 ---- 0.10 0.10 1.54 0.07
 -------- 18:00 ---- 0.14 0.10 1.50 0.06
 -------- 19:00 ---- 0.15 0.10 1.49 0.05
 -------- 20:00 ---- 0.18 0.09 1.48 0.05
 -------- 21:00 ---- 0.17 0.10 1.48 0.05
 31.10.12 22:00 ---- 0.18 0.10 1.47 0.05
 -------- 23:00 ---- 0.23 0.10 1.47 0.05
 -------- 00:00 ---- 0.20 0.10 1.47 0.05
 -------- 01:00 ---- 0.21 0.10 1.47 0.05
 -------- 02:00 ---- 0.23 0.09 1.48 0.04
 01.11.12 03:00 ---- 0.28 0.08 1.47 0.04
 -------- 04:00 ---- 0.23 0.09 1.46 0.03
 -------- 05:00 ---- 0.19 0.09 1.47 0.04
 -------- 06:00 ---- 0.11 0.12 1.49 0.07
 -------- 07:00 ---- 0.09 0.12 1.53 0.08
 01.11.12 08:00 ---- 0.06 0.14 1.58 0.14
 -------- 09:00 ---- 0.07 0.15 1.67 0.19
 -------- 10:00 ---- 0.09 0.15 1.62 0.18
 -------- 11:00 ---- 0.10 0.14 1.60 0.16
 -------- 12:00 ---- 0.11 0.14 1.59 0.14
 01.11.12 13:00 ---- 0.09 0.15 1.58 0.16
 -------- 14:00 ---- 0.10 0.15 1.59 0.17
 -------- 15:00 ---- 0.09 0.16 1.60 0.18
 -------- 16:00 ---- 0.09 0.15 1.60 0.15
 -------- 17:00 ---- 0.07 0.16 1.59 0.15
 01.11.12 18:00 ---- 0.07 0.15 1.59 0.13
 -------- 19:00 ---- 0.09 0.14 1.59 0.11
 -------- 20:00 ---- 0.06 0.14 1.60 0.15
 -------- 21:00 ---- 0.06 0.15 1.63 0.24
 -------- 22:00 ---- 0.06 0.13 1.62 0.21
 01.11.12 23:00 ---- 0.06 0.13 1.61 0.18
 -------- 00:00 ---- 0.06 0.12 1.60 0.16
 -------- 01:00 ---- 0.07 0.12 1.58 0.15
 -------- 02:00 ---- 0.09 0.12 1.56 0.12
 -------- 03:00 ---- 0.10 0.12 1.55 0.10
 02.11.12 04:00 ---- 0.06 0.12 1.54 0.12
 -------- 05:00 ---- 0.07 0.11 1.53 0.14
 -------- 06:00 ---- 0.06 0.12 1.53 0.17
 -------- 07:00 ---- 0.06 0.12 1.55 0.20
 -------- 08:00 ---- 0.06 0.14 1.56 0.22
 02.11.12 09:00 ---- 0.07 0.13 1.57 0.20
 -------- 10:00 ---- 0.08 0.14 1.58 0.19
 -------- 11:00 ---- 0.08 0.15 1.59 0.20
