 Date Time CO OZ NO2 CHX NO
 28.10.12 12:00 ---- 0.09 0.16 1.62 0.19
 -------- 13:00 ---- 0.09 0.15 1.59 0.18
 -------- 14:00 ---- 0.07 0.15 1.57 0.19
 -------- 15:00 ---- 0.07 0.15 1.58 0.19
 -------- 16:00 ---- 0.06 0.15 1.60 0.24
 28.10.12 17:00 ---- 0.06 0.16 1.65 0.29
 -------- 18:00 ---- 0.06 0.16 1.70 0.32
 -------- 19:00 ---- 0.06 0.17 1.74 0.35
 -------- 20:00 ---- 0.06 0.17 1.79 0.40
 -------- 21:00 ---- 0.06 0.15 1.84 0.43
 28.10.12 22:00 ---- 0.06 0.13 1.87 0.44
 -------- 23:00 ---- 0.06 0.14 1.88 0.44
 -------- 00:00 ---- 0.06 0.14 1.87 0.29
 -------- 01:00 ---- 0.06 0.14 1.86 0.24
 -------- 02:00 ---- 0.06 0.13 1.82 0.16
 29.10.12 03:00 ---- 0.07 0.11 1.70 0.10
 -------- 04:00 ---- 0.12 0.10 1.59 0.07
 -------- 05:00 ---- 0.12 0.10 1.55 0.07
 -------- 06:00 ---- 0.09 0.12 1.53 0.09
 -------- 07:00 ---- 0.08 0.13 1.53 0.13
 29.10.12 08:00 ---- 0.09 0.13 1.52 0.12
 -------- 09:00 ---- 0.10 0.13 1.51 0.11
 -------- 10:00 ---- 0.11 0.14 1.51 0.12
 -------- 11:00 ---- 0.13 0.16 1.51 0.12
 -------- 12:00 ---- 0.15 0.16 1.51 0.12
 29.10.12 13:00 ---- 0.17 0.17 1.50 0.11
 -------- 14:00 ---- 0.13 0.18 1.51 0.14
 -------- 15:00 ---- 0.14 0.16 1.52 0.11
 -------- 16:00 ---- 0.20 0.15 1.50 0.07
 -------- 17:00 ---- 0.15 0.16 1.49 0.06
 29.10.12 18:00 ---- 0.18 0.14 1.49 0.06
 -------- 19:00 ---- 0.17 0.15 1.49 0.07
 -------- 20:00 ---- 0.17 0.13 1.49 0.06
 -------- 21:00 ---- 0.12 0.15 1.50 0.09
 -------- 22:00 ---- 0.14 0.15 1.50 0.10
 29.10.12 23:00 ---- 0.11 0.16 1.53 0.14
 -------- 00:00 ---- 0.12 0.17 1.49 0.12
 -------- 01:00 ---- 0.12 0.16 1.48 0.10
 -------- 02:00 ---- 0.10 0.15 1.47 0.10
 -------- 03:00 ---- 0.18 0.13 1.48 0.07
 30.10.12 04:00 ---- 0.16 0.14 1.48 0.07
 -------- 05:00 ---- 0.17 0.14 1.49 0.07
 -------- 06:00 ---- 0.11 0.15 1.53 0.11
 -------- 07:00 ---- 0.10 0.16 1.58 0.15
 -------- 08:00 ---- 0.09 0.17 1.65 0.16
 30.10.12 09:00 ---- 0.09 0.18 1.72 0.17
 -------- 10:00 ---- 0.09 0.19 1.75 0.18
 -------- 11:00 ---- 0.11 0.19 1.69 0.19
