 Date Time CO OZ NO2 CHX NO
 17.09.12 23:00 0.72 0.05 0.30 2.00 1.06
 -------- 00:00 0.83 0.05 0.27 2.22 1.19
 -------- 01:00 0.81 0.04 0.22 2.36 1.00
 -------- 02:00 0.73 0.04 0.20 2.42 0.79
 -------- 03:00 0.66 0.04 0.20 2.42 0.70
 18.09.12 04:00 0.57 0.04 0.24 2.35 0.63
 -------- 05:00 0.48 0.04 0.22 2.26 0.51
 -------- 06:00 0.44 0.04 0.24 2.18 0.55
 -------- 07:00 0.35 0.04 0.24 2.10 0.29
 -------- 08:00 0.29 0.04 0.22 2.00 0.15
 18.09.12 09:00 0.29 0.04 0.23 1.90 0.17
 -------- 10:00 0.24 0.04 0.27 1.84 0.14
 -------- 11:00 0.31 0.04 0.33 1.86 0.37
 -------- 12:00 0.35 0.05 0.37 1.91 0.40
 -------- 13:00 0.29 0.10 0.25 1.84 0.19
 18.09.12 14:00 0.23 0.14 0.22 1.72 0.11
 -------- 15:00 0.21 0.15 0.21 1.67 0.11
 -------- 16:00 0.19 0.14 0.22 1.64 0.11
 -------- 17:00 0.18 0.14 0.21 1.60 0.07
 -------- 18:00 0.16 0.16 0.20 1.59 0.06
 18.09.12 19:00 0.16 0.12 0.19 1.58 0.03
 -------- 20:00 0.21 0.04 0.26 1.58 0.24
 -------- 21:00 0.30 0.04 0.28 1.62 0.40
 -------- 22:00 0.43 0.05 0.32 1.69 0.47
 -------- 23:00 0.40 0.04 0.27 1.72 0.33
 19.09.12 00:00 0.35 0.04 0.25 1.71 0.29
 -------- 01:00 0.36 0.04 0.23 1.71 0.40
 -------- 02:00 0.37 0.04 0.23 1.79 0.50
 -------- 03:00 0.34 0.04 0.23 1.82 0.36
 -------- 04:00 0.32 0.04 0.23 1.85 0.38
 19.09.12 05:00 0.32 0.04 0.21 1.91 0.38
 -------- 06:00 0.32 0.04 0.26 1.99 0.49
 -------- 07:00 0.39 0.04 0.29 2.02 0.66
 -------- 08:00 0.43 0.04 0.26 2.06 0.46
 -------- 09:00 0.41 0.04 0.25 2.04 0.34
 19.09.12 10:00 0.36 0.04 0.28 1.94 0.31
 -------- 11:00 0.33 0.05 0.28 1.92 0.26
 -------- 12:00 0.29 0.09 0.29 1.88 0.20
