 Date Time CO NO2 CHX NO
 30.09.12 12:00 0.08 0.20 1.41 0.02
 -------- 13:00 0.09 0.19 1.42 0.01
 -------- 14:00 0.08 0.17 1.38 0.01
 -------- 15:00 0.07 0.14 1.38 0.01
 -------- 16:00 0.07 0.14 1.39 0.01
 30.09.12 17:00 0.07 0.19 1.41 0.02
 -------- 18:00 0.09 0.26 1.41 0.02
 -------- 19:00 0.08 0.25 1.40 0.02
 -------- 20:00 0.08 0.25 1.43 0.03
 -------- 21:00 0.08 0.26 1.46 0.02
 30.09.12 22:00 0.05 0.18 1.40 0.01
 -------- 23:00 0.04 0.13 1.37 0.01
 -------- 00:00 0.03 0.12 1.36 0.01
 -------- 01:00 0.03 0.10 1.35 0.01
 -------- 02:00 0.03 0.09 1.35 0.00
 01.10.12 03:00 0.03 0.08 1.34 0.00
 -------- 04:00 0.05 0.05 1.33 0.00
 -------- 05:00 0.04 0.05 1.33 0.00
 -------- 06:00 0.05 0.07 1.33 0.00
 -------- 07:00 0.06 0.09 1.33 0.00
 01.10.12 08:00 0.06 0.12 1.35 0.01
 -------- 09:00 0.07 0.14 1.36 0.01
 -------- 10:00 0.08 0.11 1.34 0.01
 -------- 11:00 0.08 0.09 1.34 0.01
 -------- 12:00 0.07 0.09 1.34 0.01
 01.10.12 13:00 0.08 0.09 1.34 0.01
 -------- 14:00 0.07 0.10 1.35 0.01
 -------- 15:00 0.07 0.10 1.35 0.01
 -------- 16:00 0.08 0.12 1.35 0.01
 -------- 17:00 0.08 0.12 1.34 0.01
 01.10.12 18:00 0.08 0.15 1.35 0.01
 -------- 19:00 0.10 0.19 1.36 0.01
 -------- 20:00 0.12 0.26 1.39 0.01
 -------- 21:00 0.12 0.30 1.43 0.04
 -------- 22:00 0.14 0.30 1.44 0.03
 01.10.12 23:00 0.15 0.33 1.52 0.09
 -------- 00:00 0.11 0.31 1.50 0.09
 -------- 01:00 0.07 0.29 1.51 0.08
 -------- 02:00 0.06 0.27 1.51 0.06
 -------- 03:00 0.04 0.25 1.51 0.06
 02.10.12 04:00 0.03 0.24 1.50 0.05
 -------- 05:00 0.02 0.20 1.44 0.03
 -------- 06:00 0.03 0.21 1.47 0.03
 -------- 07:00 0.06 0.24 1.51 0.09
 -------- 08:00 0.11 0.26 1.63 0.19
 02.10.12 09:00 0.15 0.29 1.64 0.24
 -------- 10:00 0.21 0.34 1.77 0.31
 -------- 11:00 0.17 0.35 1.69 0.26
