 Date Time CO NO2 CHX NO
 18.04.13 12:00 0.22 0.28 1.55 0.15
 -------- 13:00 0.21 0.24 1.55 0.13
 -------- 14:00 0.15 0.17 1.48 0.06
 -------- 15:00 0.15 0.15 1.44 0.05
 -------- 16:00 0.16 0.16 1.44 0.06
 18.04.13 17:00 0.17 0.16 1.45 0.06
 -------- 18:00 0.15 0.15 1.42 0.03
 -------- 19:00 0.15 0.16 1.44 0.04
 -------- 20:00 0.17 0.23 1.49 0.03
 -------- 21:00 0.31 0.42 1.68 0.21
 18.04.13 22:00 0.35 0.45 1.79 0.37
 -------- 23:00 0.32 0.47 1.79 0.30
 -------- 00:00 0.29 0.41 1.84 0.35
 -------- 01:00 0.27 0.46 1.89 0.43
 -------- 02:00 0.15 0.23 1.53 0.06
 19.04.13 03:00 0.17 0.32 1.64 0.12
 -------- 04:00 0.18 0.36 1.64 0.15
 -------- 05:00 0.25 0.38 1.68 0.27
 -------- 06:00 0.35 0.39 1.75 0.36
 -------- 07:00 0.40 0.40 1.79 0.32
 19.04.13 08:00 0.45 0.38 1.87 0.24
 -------- 09:00 0.33 0.33 1.77 0.18
 -------- 10:00 0.31 0.32 1.67 0.19
 -------- 11:00 0.25 0.32 1.60 0.18
 -------- 12:00 0.20 0.25 1.54 0.12
 19.04.13 13:00 0.15 0.19 1.49 0.07
 -------- 14:00 0.17 0.23 1.50 0.10
 -------- 15:00 0.18 0.21 1.50 0.08
 -------- 16:00 0.18 0.21 1.51 0.08
 -------- 17:00 0.21 0.21 1.54 0.08
 19.04.13 18:00 0.22 0.24 1.59 0.09
 -------- 19:00 0.25 0.27 1.59 0.09
 -------- 20:00 0.22 0.31 1.60 0.09
 -------- 21:00 0.35 0.44 1.76 0.27
 -------- 22:00 0.22 0.37 1.56 0.10
 19.04.13 23:00 0.17 0.26 1.51 0.03
 -------- 00:00 0.13 0.20 1.44 0.01
 -------- 01:00 0.13 0.20 1.45 0.01
 -------- 02:00 0.12 0.14 1.42 0.01
 -------- 03:00 0.14 0.18 1.45 0.00
 20.04.13 04:00 0.13 0.23 1.47 0.03
 -------- 05:00 0.20 0.32 1.55 0.09
 -------- 06:00 0.35 0.38 1.78 0.29
 -------- 07:00 0.46 0.42 1.95 0.68
 -------- 08:00 0.52 0.42 2.08 0.76
 20.04.13 09:00 0.44 0.42 2.34 0.56
 -------- 10:00 0.47 0.42 2.29 0.52
 -------- 11:00 0.40 0.40 2.00 0.41
