 Date Time CO SO2 NO2 CHX NO
 12.11.12 00:00 0.08 0.01 0.14 1.56 0.00
 -------- 01:00 0.08 0.01 0.12 1.55 0.00
 -------- 02:00 0.07 0.01 0.11 1.54 0.00
 -------- 03:00 0.08 0.00 0.11 1.55 0.00
 -------- 04:00 0.08 0.01 0.13 1.55 0.00
 12.11.12 05:00 0.09 0.00 0.15 1.55 0.01
 -------- 06:00 0.10 0.00 0.18 1.55 0.03
 -------- 07:00 0.14 0.00 0.23 1.57 0.07
 -------- 08:00 0.15 0.00 0.25 1.59 0.08
 -------- 09:00 0.15 0.00 0.25 1.59 0.09
 12.11.12 10:00 0.14 0.00 0.23 1.59 0.07
 -------- 11:00 0.14 0.00 0.21 1.59 0.06
 -------- 12:00 0.11 0.00 0.19 1.57 0.04
 -------- 13:00 0.11 0.00 0.17 1.56 0.04
 -------- 14:00 0.10 0.00 0.18 1.55 0.04
 12.11.12 15:00 0.11 0.00 0.19 1.56 0.04
 -------- 16:00 0.11 0.00 0.19 1.55 0.04
 -------- 17:00 0.11 0.01 0.19 1.56 0.04
 -------- 18:00 0.10 0.00 0.18 1.55 0.03
 -------- 19:00 0.10 0.00 0.19 1.55 0.03
 12.11.12 20:00 0.10 0.00 0.18 1.56 0.02
 -------- 21:00 0.10 0.00 0.17 1.57 0.02
 -------- 22:00 0.10 0.00 0.19 1.56 0.04
 -------- 23:00 0.10 0.00 0.19 1.57 0.04
 -------- 00:00 0.10 0.00 0.19 1.56 0.01
 13.11.12 01:00 0.09 0.00 0.17 1.55 0.01
 -------- 02:00 0.08 0.00 0.10 1.53 0.00
 -------- 03:00 0.08 0.01 0.10 1.52 ----
 -------- 04:00 0.07 0.00 0.10 1.50 0.00
 -------- 05:00 0.08 0.00 0.16 1.50 0.02
 13.11.12 06:00 0.09 0.00 0.21 1.51 0.03
 -------- 07:00 0.10 0.00 0.21 1.52 0.03
 -------- 08:00 0.11 0.00 0.22 1.53 0.03
 -------- 09:00 0.12 0.00 0.23 1.54 0.05
 -------- 10:00 0.12 0.00 0.27 1.53 0.10
 13.11.12 11:00 0.11 0.00 0.26 1.54 0.08
 -------- 12:00 0.11 0.00 0.26 1.53 0.08
 -------- 13:00 0.10 0.00 0.23 1.53 0.06
 -------- 14:00 0.09 0.00 0.21 1.54 0.03
 -------- 15:00 0.09 0.00 0.25 1.55 0.05
 13.11.12 16:00 0.11 0.00 0.32 1.55 0.09
 -------- 17:00 0.13 0.00 0.31 1.57 0.08
 -------- 18:00 0.11 0.00 0.27 1.59 0.05
 -------- 19:00 0.10 0.00 0.29 1.57 0.05
 -------- 20:00 0.10 0.00 0.25 1.57 0.03
 13.11.12 21:00 0.09 0.00 0.18 1.74 0.02
 -------- 22:00 0.07 0.00 0.11 1.80 0.00
