 Date Time CO SO2 NO2 CHX NO
 10.10.12 00:00 0.07 0.01 0.11 1.37 0.01
 -------- 01:00 0.04 0.00 0.08 1.38 0.00
 -------- 02:00 0.04 0.01 0.12 1.78 0.00
 -------- 03:00 0.04 0.01 0.10 2.28 ----
 -------- 04:00 0.05 0.00 0.11 2.74 ----
 10.10.12 05:00 0.08 0.01 0.19 2.05 0.01
 -------- 06:00 0.12 0.01 0.28 1.48 0.08
 -------- 07:00 0.12 0.00 0.32 1.45 0.07
 -------- 08:00 0.17 0.00 0.29 1.50 0.14
 -------- 09:00 0.15 0.01 0.25 1.46 0.10
 10.10.12 10:00 0.18 0.00 0.26 1.52 0.12
 -------- 11:00 0.17 0.00 0.22 1.48 0.14
 -------- 12:00 0.15 0.00 0.21 1.45 0.11
 -------- 13:00 0.13 0.00 0.21 1.43 0.07
 -------- 14:00 0.11 0.00 0.24 1.43 0.07
 10.10.12 15:00 0.11 0.00 0.21 1.41 0.05
 -------- 16:00 0.11 0.00 0.25 1.41 0.06
 -------- 17:00 0.13 0.00 0.29 1.45 0.06
 -------- 18:00 0.12 0.00 0.29 1.44 0.05
 -------- 19:00 0.09 0.00 0.25 1.40 0.03
 10.10.12 20:00 0.09 0.00 0.25 1.40 0.03
 -------- 21:00 0.07 0.01 0.19 1.36 0.01
 -------- 22:00 0.06 0.01 0.16 1.36 0.01
 -------- 23:00 0.05 0.01 0.14 1.35 0.01
 -------- 00:00 0.06 0.00 0.12 1.34 0.00
 11.10.12 01:00 0.06 0.00 0.09 1.33 0.00
 -------- 02:00 0.06 0.00 0.09 1.34 0.00
 -------- 03:00 0.06 0.00 0.09 1.34 0.00
 -------- 04:00 0.06 0.00 0.09 1.33 0.00
 -------- 05:00 0.06 0.00 0.12 1.33 0.01
 11.10.12 06:00 0.09 0.00 0.16 1.35 0.02
 -------- 07:00 0.10 0.01 0.18 1.39 0.03
 -------- 08:00 0.12 0.01 0.20 1.37 0.05
 -------- 09:00 0.11 0.00 0.19 1.37 0.04
 -------- 10:00 0.09 0.00 0.20 1.36 0.03
 11.10.12 11:00 0.11 0.00 0.21 1.38 0.05
 -------- 12:00 0.09 0.01 0.18 1.38 0.05
 -------- 13:00 0.09 0.00 0.15 1.36 0.05
 -------- 14:00 0.09 0.00 0.14 1.37 0.03
 -------- 15:00 0.11 0.00 0.17 1.39 0.05
 11.10.12 16:00 0.11 0.00 0.19 1.38 0.05
 -------- 17:00 0.12 0.00 0.22 1.41 0.04
 -------- 18:00 0.16 0.00 0.27 1.48 0.09
 -------- 19:00 0.14 0.00 0.26 1.47 0.07
 -------- 20:00 0.17 0.01 0.27 1.52 0.10
 11.10.12 21:00 0.12 0.01 0.24 1.41 0.04
 -------- 22:00 0.14 0.00 0.24 1.49 0.07
