 Date Time CO SO2 NO2 CHX NO
 20.09.12 00:00 0.20 0.00 0.40 1.72 0.09
 -------- 01:00 0.20 0.01 0.39 1.80 0.13
 -------- 02:00 0.19 0.00 0.37 1.81 0.15
 -------- 03:00 0.17 0.01 0.34 1.88 0.17
 -------- 04:00 0.15 0.00 0.31 1.87 0.12
 20.09.12 05:00 0.15 0.00 0.33 1.83 0.10
 -------- 06:00 0.21 0.00 0.29 1.81 0.24
 -------- 07:00 0.29 0.01 0.32 1.87 0.29
 -------- 08:00 0.31 0.00 0.35 1.91 0.25
 -------- 09:00 0.46 0.00 0.36 2.09 0.28
 20.09.12 10:00 0.25 0.00 0.40 1.81 0.25
 -------- 11:00 0.23 0.00 0.43 1.57 0.20
 -------- 12:00 0.12 0.00 0.37 1.61 0.08
 -------- 13:00 0.06 0.00 0.25 1.49 0.04
 -------- 14:00 0.03 0.00 0.19 1.51 0.02
 20.09.12 15:00 0.02 0.01 0.17 1.49 0.01
 -------- 16:00 0.02 0.01 0.17 1.48 0.01
 -------- 17:00 0.02 0.01 0.21 1.49 0.01
 -------- 18:00 0.03 0.01 0.23 1.46 0.01
 -------- 19:00 0.12 0.00 0.30 1.57 0.01
 20.09.12 20:00 0.21 0.01 0.44 1.64 0.03
 -------- 21:00 0.39 0.01 0.46 1.83 0.19
 -------- 22:00 0.37 0.01 0.48 1.90 0.22
 -------- 23:00 0.27 0.00 0.46 1.75 0.10
 -------- 00:00 0.19 0.00 0.42 1.70 0.07
 21.09.12 01:00 0.14 0.00 0.32 1.59 0.02
 -------- 02:00 0.08 0.00 0.17 1.51 0.00
 -------- 03:00 0.11 0.00 0.30 1.63 0.04
 -------- 04:00 0.15 0.01 0.34 1.75 0.08
 -------- 05:00 0.17 0.01 0.31 1.74 0.14
 21.09.12 06:00 0.26 0.01 0.31 1.83 0.27
 -------- 07:00 0.43 0.01 0.32 2.19 0.47
 -------- 08:00 0.39 0.01 0.35 2.42 0.40
 -------- 09:00 0.43 0.00 0.38 2.40 0.38
 -------- 10:00 0.27 0.00 0.39 1.72 0.20
 21.09.12 11:00 0.15 0.00 0.33 1.56 0.08
 -------- 12:00 0.15 0.01 0.35 1.58 0.08
 -------- 13:00 0.12 0.01 0.29 1.50 0.05
 -------- 14:00 0.09 0.00 0.22 1.47 0.02
 -------- 15:00 0.07 0.00 0.18 1.60 0.01
 21.09.12 16:00 0.12 0.00 0.21 2.18 0.02
 -------- 17:00 0.10 0.00 0.21 1.45 0.01
 -------- 18:00 0.08 0.00 0.14 1.53 0.02
 -------- 19:00 0.08 0.00 0.14 1.47 0.02
 -------- 20:00 0.09 0.00 0.20 1.44 0.02
 21.09.12 21:00 0.10 0.00 0.21 1.43 0.03
 -------- 22:00 0.07 0.00 0.17 1.39 0.02
 -------- 23:00 0.07 0.00 0.14 1.32 0.01
