 Date Time CO SO2 NO2 CHX NO
 26.11.12 00:00 0.12 0.01 0.24 1.64 0.05
 -------- 01:00 0.10 0.00 0.23 1.62 0.03
 -------- 02:00 0.10 0.00 0.23 1.59 0.02
 -------- 03:00 0.09 0.01 0.21 1.58 0.02
 -------- 04:00 0.08 0.02 0.20 1.57 0.02
 26.11.12 05:00 0.09 0.01 0.20 1.57 0.04
 -------- 06:00 0.11 0.01 0.21 1.58 0.10
 -------- 07:00 0.16 0.01 0.21 1.62 0.11
 -------- 08:00 0.16 0.01 0.20 1.64 0.12
 -------- 09:00 0.17 0.00 0.21 1.65 0.15
 26.11.12 10:00 0.18 0.01 0.21 1.66 0.18
 -------- 11:00 0.16 0.01 0.20 1.65 0.14
 -------- 12:00 0.15 0.01 0.18 1.64 0.13
 -------- 13:00 0.15 0.01 0.18 1.64 0.14
 -------- 14:00 0.16 0.01 0.19 1.65 0.15
 26.11.12 15:00 0.16 0.01 0.18 1.66 0.15
 -------- 16:00 0.13 0.01 0.17 1.72 0.13
 -------- 17:00 0.09 0.00 0.15 1.57 0.06
 -------- 18:00 0.13 0.01 0.16 1.63 0.16
 -------- 19:00 0.12 0.01 0.15 1.62 0.16
 26.11.12 20:00 0.09 0.00 0.14 1.60 0.08
 -------- 21:00 0.09 0.00 0.13 1.58 0.06
 -------- 22:00 0.06 0.00 0.12 1.87 0.03
 -------- 23:00 0.06 0.00 0.12 2.14 0.03
 -------- 00:00 0.06 0.00 0.11 1.80 0.02
 27.11.12 01:00 0.04 0.00 0.10 1.90 0.01
 -------- 02:00 0.05 0.00 0.11 2.56 0.02
 -------- 03:00 0.06 0.00 0.11 2.41 0.03
 -------- 04:00 0.06 0.00 0.10 2.07 0.02
 -------- 05:00 0.07 0.00 0.13 1.91 0.04
 27.11.12 06:00 0.09 0.00 0.16 1.80 0.05
 -------- 07:00 0.13 0.00 0.15 1.63 0.13
 -------- 08:00 0.13 0.01 0.16 1.64 0.13
 -------- 09:00 0.12 0.00 0.16 1.64 0.15
 -------- 10:00 0.11 0.01 0.15 1.62 0.15
 27.11.12 11:00 0.11 0.01 0.16 1.68 0.12
 -------- 12:00 0.08 0.00 0.13 1.76 0.05
 -------- 13:00 0.08 0.00 0.13 1.72 0.05
 -------- 14:00 0.08 0.01 0.14 1.80 0.04
 -------- 15:00 0.08 0.01 0.15 1.92 0.03
 27.11.12 16:00 0.08 0.00 0.15 1.94 0.03
 -------- 17:00 0.08 0.00 0.14 1.79 0.02
 -------- 18:00 0.08 0.01 0.16 1.86 0.03
 -------- 19:00 0.08 0.00 0.18 1.71 0.04
 -------- 20:00 0.09 0.00 0.18 1.98 0.04
 27.11.12 21:00 0.08 0.00 0.18 2.15 0.03
 -------- 22:00 0.07 0.00 0.15 1.56 0.02
