 Date Time CO SO2 NO2 CHX NO
 12.02.13 00:00 0.10 0.01 0.26 1.64 0.04
 -------- 01:00 0.09 0.01 0.24 1.56 0.03
 -------- 02:00 0.07 0.01 0.20 1.52 0.01
 -------- 03:00 0.06 0.00 0.20 1.56 0.01
 -------- 04:00 0.06 0.01 0.21 1.56 0.01
 12.02.13 05:00 0.06 0.01 0.30 1.57 0.02
 -------- 06:00 0.09 0.01 0.27 1.61 0.03
 -------- 07:00 0.11 0.01 0.26 1.54 0.04
 -------- 08:00 0.09 0.01 0.20 1.55 0.03
 -------- 09:00 0.11 0.01 0.21 1.59 0.05
 12.02.13 10:00 0.11 0.01 0.23 1.57 0.08
 -------- 11:00 0.10 0.01 0.23 1.55 0.07
 -------- 12:00 0.10 0.01 0.22 1.52 0.03
 -------- 13:00 0.08 0.01 0.20 1.49 0.02
 -------- 14:00 0.08 0.01 0.26 1.48 0.03
 12.02.13 15:00 0.08 0.01 0.25 1.48 0.02
 -------- 16:00 0.08 0.01 0.27 1.49 0.02
 -------- 17:00 0.09 0.01 0.24 1.49 0.02
 -------- 18:00 0.09 0.01 0.27 1.51 0.02
 -------- 19:00 0.08 0.01 0.25 1.50 0.02
 12.02.13 20:00 0.09 0.01 0.25 1.49 0.01
 -------- 21:00 0.08 0.01 0.25 1.50 0.02
 -------- 22:00 0.13 0.01 0.26 1.53 0.02
 -------- 23:00 0.09 0.01 0.21 1.53 0.01
 -------- 00:00 0.08 0.01 0.21 1.51 0.01
 13.02.13 01:00 0.08 0.01 0.22 1.51 0.01
 -------- 02:00 0.09 0.01 0.21 1.55 0.01
 -------- 03:00 0.10 0.01 0.19 1.50 0.00
 -------- 04:00 0.10 0.01 0.20 1.51 0.00
 -------- 05:00 0.10 0.01 0.22 1.54 0.01
 13.02.13 06:00 0.12 0.01 0.26 1.56 0.02
 -------- 07:00 0.15 0.01 0.32 1.65 0.06
 -------- 08:00 0.19 0.01 0.34 1.76 0.17
 -------- 09:00 0.19 0.01 0.34 1.78 0.13
 -------- 10:00 0.19 0.01 0.35 1.80 0.16
 13.02.13 11:00 0.19 0.01 0.36 1.83 0.14
 -------- 12:00 0.15 0.01 0.35 1.77 0.11
 -------- 13:00 0.13 0.01 0.34 1.69 0.09
 -------- 14:00 0.11 0.01 0.30 1.54 0.07
 -------- 15:00 0.11 0.01 0.34 1.60 0.07
 13.02.13 16:00 0.09 0.01 0.27 1.56 0.03
 -------- 17:00 0.10 0.01 0.27 1.56 0.02
 -------- 18:00 0.11 0.01 0.28 1.53 0.02
 -------- 19:00 0.10 0.01 0.32 1.58 0.02
 -------- 20:00 0.10 0.01 0.34 1.57 0.03
 13.02.13 21:00 0.09 0.01 0.29 1.60 0.02
 -------- 22:00 0.10 0.01 0.34 1.70 0.03
 -------- 23:00 0.14 0.01 0.41 1.70 0.07
