 Date Time CO SO2 NO2 CHX NO
 09.04.13 00:00 0.37 0.01 0.54 4.12 0.58
 -------- 01:00 0.33 0.01 0.52 4.24 0.58
 -------- 02:00 0.31 0.01 0.51 5.33 0.69
 -------- 03:00 0.29 0.02 0.52 6.63 0.80
 -------- 04:00 0.32 0.01 0.72 4.93 0.85
 09.04.13 05:00 0.31 0.01 0.57 3.61 0.71
 -------- 06:00 0.37 0.01 0.66 4.28 0.98
 -------- 07:00 0.38 0.01 0.68 2.92 0.81
 -------- 08:00 0.26 0.01 0.48 1.97 0.35
 -------- 09:00 0.17 0.01 0.39 1.78 0.14
 09.04.13 10:00 0.12 0.00 0.26 1.66 0.06
 -------- 11:00 0.10 0.00 0.26 1.58 0.06
 -------- 12:00 0.06 0.00 0.16 1.47 0.03
 -------- 13:00 0.07 0.00 0.13 1.45 0.02
 -------- 14:00 0.06 0.01 0.09 1.47 0.01
 09.04.13 15:00 0.08 0.00 0.15 1.50 0.02
 -------- 16:00 0.11 0.01 0.32 1.56 0.03
 -------- 17:00 0.09 0.00 0.28 1.52 0.03
 -------- 18:00 0.10 0.01 0.31 1.52 0.04
 -------- 19:00 0.12 0.01 0.40 1.54 0.04
 09.04.13 20:00 0.13 0.01 0.43 1.55 0.04
 -------- 21:00 0.19 0.01 0.54 1.63 0.14
 -------- 22:00 0.41 0.00 0.55 2.29 0.53
 -------- 23:00 0.53 0.01 0.55 2.34 0.80
 -------- 00:00 0.71 0.01 0.65 2.57 1.25
 10.04.13 01:00 0.63 0.01 0.67 2.54 1.42
 -------- 02:00 0.57 0.01 0.61 2.47 1.36
 -------- 03:00 0.45 0.01 0.58 2.34 1.18
 -------- 04:00 0.35 0.01 0.57 2.37 1.01
 -------- 05:00 0.29 0.01 0.54 2.38 0.70
 10.04.13 06:00 0.27 0.01 0.52 2.37 0.53
 -------- 07:00 0.25 0.00 0.46 2.20 0.37
 -------- 08:00 0.32 0.01 0.48 2.13 0.25
 -------- 09:00 0.21 0.01 0.43 1.94 0.17
 -------- 10:00 0.15 0.00 0.39 1.75 0.12
 10.04.13 11:00 0.10 0.00 0.25 1.56 0.06
 -------- 12:00 0.07 0.00 0.14 1.48 0.03
 -------- 13:00 0.06 0.00 0.12 1.45 0.02
 -------- 14:00 0.06 0.01 0.10 1.44 0.02
 -------- 15:00 0.06 0.01 0.08 1.43 0.01
 10.04.13 16:00 0.07 0.01 0.11 1.45 0.01
 -------- 17:00 0.07 0.01 0.15 1.45 0.02
 -------- 18:00 0.07 0.01 0.17 1.48 0.02
 -------- 19:00 0.10 0.00 0.24 1.51 0.01
 -------- 20:00 0.13 0.00 0.37 1.58 0.02
 10.04.13 21:00 0.16 0.01 0.42 1.59 0.03
 -------- 22:00 0.17 0.00 0.49 1.62 0.05
 -------- 23:00 0.31 0.00 0.54 1.87 0.34
