 Date Time CO SO2 NO2 CHX NO
 15.03.13 00:00 0.10 0.01 0.47 1.62 0.01
 -------- 01:00 0.10 0.01 0.53 1.65 0.02
 -------- 02:00 0.11 0.01 0.58 1.71 0.04
 -------- 03:00 0.12 0.01 0.58 1.69 0.05
 -------- 04:00 0.12 0.01 0.55 1.69 0.03
 15.03.13 05:00 0.12 0.01 0.54 1.72 0.05
 -------- 06:00 0.17 0.00 0.55 1.78 0.10
 -------- 07:00 0.19 0.01 0.56 1.76 0.14
 -------- 08:00 0.23 0.00 0.56 1.87 0.23
 -------- 09:00 0.22 0.01 0.54 1.85 0.22
 15.03.13 10:00 0.19 0.00 0.51 1.80 0.16
 -------- 11:00 0.18 0.01 0.49 1.88 0.13
 -------- 12:00 0.15 0.01 0.44 1.69 0.09
 -------- 13:00 0.11 0.01 0.38 1.60 0.06
 -------- 14:00 0.12 0.01 0.39 1.56 0.05
 15.03.13 15:00 0.12 0.00 0.21 1.56 0.04
 -------- 16:00 0.11 0.01 0.20 1.55 0.02
 -------- 17:00 0.11 0.01 0.21 1.55 0.02
 -------- 18:00 0.10 0.01 0.20 1.59 0.01
 -------- 19:00 0.10 0.01 0.18 1.57 0.01
 15.03.13 20:00 0.10 0.01 0.22 1.57 0.02
 -------- 21:00 0.11 0.01 0.25 1.59 0.02
 -------- 22:00 0.12 0.01 0.27 1.60 0.02
 -------- 23:00 0.11 0.00 0.29 1.60 0.02
 -------- 00:00 0.10 0.01 0.29 1.61 0.02
 16.03.13 01:00 0.13 0.01 0.34 1.68 0.07
 -------- 02:00 0.21 0.01 0.38 1.78 0.31
 -------- 03:00 0.16 0.00 0.36 1.81 0.27
 -------- 04:00 0.16 0.01 0.37 1.81 0.23
 -------- 05:00 0.11 0.00 0.35 1.76 0.08
 16.03.13 06:00 0.10 0.01 0.33 1.73 0.05
 -------- 07:00 0.13 0.01 0.33 1.75 0.07
 -------- 08:00 0.13 0.01 0.33 1.72 0.09
 -------- 09:00 0.16 0.00 0.33 1.72 0.16
 -------- 10:00 0.19 0.01 0.36 1.78 0.20
 16.03.13 11:00 0.19 0.01 0.37 1.76 0.20
 -------- 12:00 0.19 0.01 0.37 1.74 0.20
 -------- 13:00 0.19 0.01 0.38 1.69 0.15
 -------- 14:00 0.13 0.01 0.27 1.58 0.07
 -------- 15:00 0.10 0.01 0.23 1.54 0.03
 16.03.13 16:00 0.11 0.00 0.20 1.54 0.02
 -------- 17:00 0.10 0.01 0.20 1.51 0.02
 -------- 18:00 0.10 0.01 0.21 1.52 0.01
 -------- 19:00 0.10 0.01 0.18 1.52 0.02
 -------- 20:00 0.09 0.01 0.18 1.51 0.01
 16.03.13 21:00 0.09 0.01 0.17 1.52 0.01
 -------- 22:00 0.09 0.01 0.18 1.61 0.01
 -------- 23:00 0.07 0.01 0.16 1.75 0.00
