 Date Time CO SO2 NO2 CHX NO
 02.12.12 12:00 0.07 0.00 0.13 1.79 0.03
 -------- 13:00 0.07 0.00 0.11 1.50 0.02
 -------- 14:00 0.09 0.00 0.14 1.50 0.04
 -------- 15:00 0.09 0.00 0.17 1.91 0.04
 -------- 16:00 0.09 0.00 0.17 1.78 0.03
 02.12.12 17:00 0.08 0.00 0.18 1.65 0.03
 -------- 18:00 0.09 0.00 0.18 1.72 0.03
 -------- 19:00 0.07 0.00 0.17 1.61 0.02
 -------- 20:00 0.06 0.00 0.15 1.62 0.02
 -------- 21:00 0.06 0.00 0.16 1.64 0.03
 02.12.12 22:00 0.06 0.01 0.14 1.53 0.03
 -------- 23:00 0.06 0.00 0.15 1.56 0.02
 -------- 00:00 0.06 0.00 0.13 1.66 0.01
 -------- 01:00 0.06 0.00 0.11 1.61 0.00
 -------- 02:00 0.05 0.00 0.11 1.48 0.00
 03.12.12 03:00 0.05 0.00 0.12 1.45 0.01
 -------- 04:00 0.05 0.00 0.12 1.51 0.00
 -------- 05:00 0.06 0.00 0.15 1.49 0.01
 -------- 06:00 0.09 0.01 0.29 1.53 0.05
 -------- 07:00 0.24 0.00 0.28 1.77 0.09
 03.12.12 08:00 0.13 0.00 0.30 1.58 0.12
 -------- 09:00 0.17 0.01 0.31 1.65 0.19
 -------- 10:00 0.14 0.00 0.29 1.68 0.14
 -------- 11:00 0.11 0.00 0.25 1.72 0.09
 -------- 12:00 0.11 0.00 0.26 1.56 0.11
 03.12.12 13:00 0.12 0.01 0.26 1.61 0.19
 -------- 14:00 0.14 0.00 0.28 1.75 0.11
 -------- 15:00 0.10 0.01 0.27 1.71 0.09
 -------- 16:00 0.09 0.01 0.24 1.63 0.05
 -------- 17:00 0.11 0.00 0.26 1.54 0.04
 03.12.12 18:00 0.10 0.00 0.26 1.52 0.06
 -------- 19:00 0.08 0.00 0.23 1.47 0.02
 -------- 20:00 0.09 0.00 0.20 1.48 0.02
 -------- 21:00 0.08 0.01 0.18 1.46 0.01
 -------- 22:00 0.08 0.01 0.18 1.46 0.01
 03.12.12 23:00 0.07 0.00 0.18 1.46 0.01
 -------- 00:00 0.06 0.00 0.14 1.44 0.01
 -------- 01:00 0.06 0.00 0.10 1.44 0.00
 -------- 02:00 0.06 0.01 0.12 1.43 0.01
 -------- 03:00 0.05 0.00 0.13 1.42 0.01
 04.12.12 04:00 0.06 0.00 0.13 1.42 0.01
 -------- 05:00 0.05 0.00 0.12 1.43 0.01
 -------- 06:00 0.10 0.01 0.15 1.46 0.01
 -------- 07:00 0.07 0.00 0.15 1.47 0.01
 -------- 08:00 0.08 0.01 0.15 1.49 0.02
 04.12.12 09:00 0.08 0.01 0.16 1.51 0.02
 -------- 10:00 0.08 0.01 0.15 1.52 0.02
 -------- 11:00 0.11 0.01 0.17 1.52 0.05
