 Date Time CO SO2 NO2 CHX NO
 10.10.12 12:00 0.15 0.00 0.21 1.45 0.11
 -------- 13:00 0.13 0.00 0.21 1.43 0.07
 -------- 14:00 0.11 0.00 0.24 1.43 0.07
 -------- 15:00 0.11 0.00 0.21 1.41 0.05
 -------- 16:00 0.11 0.00 0.25 1.41 0.06
 10.10.12 17:00 0.13 0.00 0.29 1.45 0.06
 -------- 18:00 0.12 0.00 0.29 1.44 0.05
 -------- 19:00 0.09 0.00 0.25 1.40 0.03
 -------- 20:00 0.09 0.00 0.25 1.40 0.03
 -------- 21:00 0.07 0.01 0.19 1.36 0.01
 10.10.12 22:00 0.06 0.01 0.16 1.36 0.01
 -------- 23:00 0.05 0.01 0.14 1.35 0.01
 -------- 00:00 0.06 0.00 0.12 1.34 0.00
 -------- 01:00 0.06 0.00 0.09 1.33 0.00
 -------- 02:00 0.06 0.00 0.09 1.34 0.00
 11.10.12 03:00 0.06 0.00 0.09 1.34 0.00
 -------- 04:00 0.06 0.00 0.09 1.33 0.00
 -------- 05:00 0.06 0.00 0.12 1.33 0.01
 -------- 06:00 0.09 0.00 0.16 1.35 0.02
 -------- 07:00 0.10 0.01 0.18 1.39 0.03
 11.10.12 08:00 0.12 0.01 0.20 1.37 0.05
 -------- 09:00 0.11 0.00 0.19 1.37 0.04
 -------- 10:00 0.09 0.00 0.20 1.36 0.03
 -------- 11:00 0.11 0.00 0.21 1.38 0.05
 -------- 12:00 0.09 0.01 0.18 1.38 0.05
 11.10.12 13:00 0.09 0.00 0.15 1.36 0.05
 -------- 14:00 0.09 0.00 0.14 1.37 0.03
 -------- 15:00 0.11 0.00 0.17 1.39 0.05
 -------- 16:00 0.11 0.00 0.19 1.38 0.05
 -------- 17:00 0.12 0.00 0.22 1.41 0.04
 11.10.12 18:00 0.16 0.00 0.27 1.48 0.09
 -------- 19:00 0.14 0.00 0.26 1.47 0.07
 -------- 20:00 0.17 0.01 0.27 1.52 0.10
 -------- 21:00 0.12 0.01 0.24 1.41 0.04
 -------- 22:00 0.14 0.00 0.24 1.49 0.07
 11.10.12 23:00 0.20 0.00 0.24 1.54 0.08
 -------- 00:00 0.12 0.00 0.23 1.49 0.07
 -------- 01:00 0.10 0.00 0.22 1.47 0.05
 -------- 02:00 0.08 0.00 0.22 1.45 0.03
 -------- 03:00 0.09 0.00 0.20 1.51 0.02
 12.10.12 04:00 0.12 0.00 0.19 1.63 0.08
 -------- 05:00 0.23 0.01 0.20 2.22 0.26
 -------- 06:00 0.44 0.01 0.20 1.95 0.40
 -------- 07:00 0.67 0.01 0.28 2.03 0.67
 -------- 08:00 0.99 0.03 0.47 2.36 1.48
 12.10.12 09:00 0.79 0.02 0.60 2.65 1.46
 -------- 10:00 0.73 0.01 0.53 2.13 1.12
