 Date Time CO SO2 NO2 CHX NO
 07.10.12 12:00 0.05 0.00 0.09 1.32 0.01
 -------- 13:00 0.04 0.00 0.12 1.34 0.02
 -------- 14:00 0.07 0.00 0.17 1.37 0.02
 -------- 15:00 0.07 0.00 0.15 1.40 0.02
 -------- 16:00 0.04 0.01 0.09 1.42 0.01
 07.10.12 17:00 0.05 0.00 0.12 1.40 0.01
 -------- 18:00 0.07 0.00 0.18 1.44 0.01
 -------- 19:00 0.10 0.00 0.29 1.43 0.04
 -------- 20:00 0.15 0.00 0.31 1.49 0.04
 -------- 21:00 0.15 0.00 0.33 1.50 0.07
 07.10.12 22:00 0.15 0.00 0.30 1.57 0.06
 -------- 23:00 0.13 0.00 0.28 1.84 0.08
 -------- 00:00 0.19 0.00 0.25 2.23 0.15
 -------- 01:00 0.27 0.00 0.25 2.24 0.28
 -------- 02:00 0.27 0.00 0.23 1.84 0.33
 08.10.12 03:00 0.29 0.01 0.21 1.90 0.41
 -------- 04:00 0.41 0.01 0.20 2.15 0.50
 -------- 05:00 0.44 0.01 0.22 2.24 0.60
 -------- 06:00 0.42 0.00 0.33 2.19 0.47
 -------- 07:00 0.31 0.00 0.38 1.89 0.32
 08.10.12 08:00 0.29 0.00 0.38 1.72 0.25
 -------- 09:00 0.15 0.00 0.37 1.57 0.17
 -------- 11:00 ---- ---- ---- ---- ----
 -------- 12:00 0.11 ---- 0.24 1.34 0.04
 -------- 13:00 0.11 0.00 0.32 1.40 0.04
 08.10.12 14:00 0.12 0.00 0.28 1.39 0.04
 -------- 15:00 0.12 0.00 0.26 1.39 0.02
 -------- 16:00 0.11 0.00 0.24 1.35 0.02
 -------- 17:00 0.13 0.01 0.24 1.38 0.02
 -------- 18:00 0.13 0.01 0.22 1.38 0.02
 08.10.12 19:00 0.15 0.01 0.26 1.37 0.02
 -------- 20:00 0.15 0.01 0.27 1.35 0.03
 -------- 21:00 0.14 0.01 0.26 1.39 0.04
 -------- 22:00 0.08 0.00 0.20 1.37 0.01
 -------- 23:00 0.07 0.00 0.15 1.36 0.01
 09.10.12 00:00 0.06 0.00 0.14 1.48 0.01
 -------- 01:00 0.06 0.00 0.13 1.68 0.00
 -------- 02:00 0.06 0.00 0.11 1.49 0.00
 -------- 03:00 0.06 0.00 0.10 1.37 0.00
 -------- 04:00 0.06 0.02 0.11 1.39 0.00
 09.10.12 05:00 0.06 0.00 0.17 1.40 0.01
 -------- 06:00 0.09 0.01 0.19 1.44 0.02
 -------- 07:00 0.10 0.01 0.16 1.38 0.02
 -------- 08:00 0.09 0.00 0.18 1.37 0.02
 -------- 09:00 0.10 0.01 0.21 1.36 0.03
 09.10.12 10:00 0.09 0.00 0.21 1.43 0.02
