 Date Time CO SO2 NO2 CHX NO
 16.09.12 14:00 0.06 0.01 0.09 1.73 0.01
 -------- 15:00 0.06 0.00 0.10 1.63 0.01
 -------- 16:00 0.06 0.00 0.09 1.53 0.02
 -------- 17:00 0.06 0.00 0.09 1.82 0.01
 -------- 18:00 0.06 0.00 0.09 1.73 0.01
 16.09.12 19:00 0.06 0.01 0.11 1.83 0.01
 -------- 20:00 0.07 0.01 0.14 1.91 0.00
 -------- 21:00 0.09 0.01 0.20 1.70 0.02
 -------- 22:00 0.09 0.00 0.23 2.21 0.02
 -------- 23:00 0.09 0.00 0.21 2.52 0.02
 17.09.12 00:00 0.11 0.00 0.20 2.28 0.04
 -------- 01:00 0.08 0.00 0.19 2.63 0.02
 -------- 02:00 0.10 0.00 0.16 2.63 0.04
 -------- 03:00 0.11 0.01 0.16 2.73 0.09
 -------- 04:00 0.11 0.00 0.15 2.92 0.16
 17.09.12 05:00 0.16 0.00 0.13 3.18 0.18
 -------- 06:00 0.19 0.01 0.13 3.12 0.27
 -------- 07:00 0.33 0.01 0.16 3.92 0.48
 -------- 08:00 0.45 0.01 0.18 3.13 0.52
 -------- 09:00 0.29 0.00 0.23 2.09 0.23
 17.09.12 10:00 0.30 0.00 0.31 2.40 0.27
 -------- 11:00 0.25 0.00 0.33 1.70 0.24
 -------- 12:00 0.11 0.00 0.22 1.66 0.07
 -------- 13:00 0.05 0.00 0.16 1.48 0.03
 -------- 14:00 0.04 0.00 0.13 1.42 0.02
 17.09.12 15:00 0.05 0.00 0.14 1.42 0.03
 -------- 16:00 0.03 0.00 0.12 1.55 0.01
 -------- 17:00 0.04 0.01 0.13 1.74 0.01
 -------- 18:00 0.06 0.00 0.20 1.77 0.01
 -------- 19:00 0.13 0.01 0.28 2.12 0.06
 17.09.12 20:00 0.21 0.01 0.30 2.61 0.12
 -------- 21:00 0.30 0.01 0.27 2.43 0.24
 -------- 22:00 0.45 0.01 0.26 3.39 0.49
 -------- 23:00 0.60 0.01 0.24 3.94 0.71
 -------- 00:00 0.68 0.01 0.22 4.69 0.88
 18.09.12 01:00 0.77 0.01 0.23 4.89 1.06
 -------- 02:00 0.80 0.01 0.27 5.54 1.25
 -------- 03:00 0.68 0.01 0.25 6.08 1.18
 -------- 04:00 0.51 0.00 0.23 5.21 0.77
 -------- 05:00 0.23 ---- 0.29 1.99 0.29
 18.09.12 06:00 0.18 ---- 0.27 1.78 0.20
 -------- 07:00 0.16 0.00 0.27 1.73 0.20
 -------- 08:00 0.35 0.00 0.24 1.94 0.30
 -------- 09:00 0.39 0.01 0.27 1.99 0.37
 -------- 10:00 0.33 0.01 0.31 1.87 0.39
 18.09.12 11:00 0.26 0.01 0.36 1.57 0.30
 -------- 12:00 0.22 0.00 0.35 1.69 0.24
