 Date Time CO SO2 NO2 CHX NO
 14.01.13 12:00 0.07 0.01 0.24 2.12 0.05
 -------- 13:00 0.04 0.01 0.21 1.98 0.04
 -------- 14:00 0.04 0.01 0.20 1.89 0.03
 -------- 15:00 0.07 0.01 0.27 1.67 0.05
 -------- 16:00 0.07 0.00 0.34 1.54 0.09
 14.01.13 17:00 0.06 0.01 0.30 1.55 0.06
 -------- 18:00 0.06 0.00 0.30 1.53 0.05
 -------- 19:00 0.05 0.01 0.31 1.51 0.05
 -------- 20:00 0.04 0.01 0.30 1.50 0.04
 -------- 21:00 0.07 0.01 0.24 1.50 0.03
 14.01.13 22:00 0.07 0.01 0.15 1.50 0.01
 -------- 23:00 0.04 0.01 0.10 1.74 0.00
 -------- 00:00 0.04 0.01 0.09 1.84 0.00
 -------- 01:00 0.04 0.01 0.09 1.81 ----
 -------- 02:00 0.04 0.01 0.09 1.72 0.01
 15.01.13 03:00 0.05 0.01 0.10 1.57 0.01
 -------- 04:00 0.04 0.01 0.08 1.62 ----
 -------- 05:00 0.05 0.01 0.08 1.56 0.00
 -------- 06:00 0.06 0.01 0.12 1.62 0.01
 -------- 07:00 0.08 0.01 0.28 1.50 0.04
 15.01.13 08:00 ---- 0.01 0.32 1.52 0.05
 -------- 09:00 ---- 0.01 0.35 1.53 0.07
 -------- 10:00 ---- 0.01 0.32 1.55 0.06
 -------- 11:00 ---- 0.01 0.29 1.53 0.05
 -------- 12:00 ---- 0.01 0.31 1.54 0.08
 15.01.13 13:00 ---- 0.01 0.31 1.53 0.08
 -------- 14:00 ---- 0.01 0.33 1.53 0.09
 -------- 15:00 ---- 0.01 0.26 1.51 0.04
 -------- 16:00 ---- 0.01 0.29 1.51 0.04
 -------- 17:00 ---- 0.01 0.32 1.52 0.04
 15.01.13 18:00 ---- 0.01 0.36 1.53 0.05
 -------- 19:00 ---- 0.01 0.33 1.52 0.04
 -------- 20:00 ---- 0.01 0.32 1.54 0.03
 -------- 21:00 ---- 0.01 0.37 1.58 0.08
 -------- 22:00 ---- 0.01 0.39 1.60 0.08
 15.01.13 23:00 ---- 0.01 0.35 1.53 0.03
 -------- 00:00 ---- 0.01 0.34 1.49 0.02
 -------- 01:00 ---- 0.01 0.38 1.57 0.04
 -------- 02:00 ---- 0.01 0.42 1.64 0.09
 -------- 03:00 ---- 0.01 0.43 1.67 0.13
 16.01.13 04:00 ---- 0.01 0.42 1.63 0.06
 -------- 05:00 ---- 0.01 0.41 1.66 0.09
 -------- 06:00 ---- 0.01 0.41 1.58 0.11
 -------- 07:00 0.17 0.01 0.42 1.63 0.14
 -------- 08:00 0.18 0.00 0.43 1.71 0.20
 16.01.13 09:00 0.18 0.01 0.44 1.77 0.21
 -------- 10:00 0.19 0.01 0.43 1.77 0.22
 -------- 11:00 0.21 0.01 0.43 1.78 0.24
