 Date Time CO SO2 NO2 CHX NO
 28.03.13 00:00 0.18 0.01 0.52 2.57 0.35
 -------- 01:00 0.15 0.01 0.50 2.46 0.32
 -------- 02:00 0.13 0.01 0.49 2.44 0.26
 -------- 03:00 0.09 0.01 0.43 2.09 0.12
 -------- 04:00 0.06 0.01 0.38 1.77 0.04
 28.03.13 05:00 0.07 0.00 0.39 1.98 0.11
 -------- 06:00 0.15 0.00 0.44 2.30 0.26
 -------- 07:00 0.13 0.01 0.44 2.06 0.22
 -------- 08:00 0.21 0.01 0.34 1.88 0.14
 -------- 09:00 0.11 0.01 0.25 1.71 0.08
 28.03.13 10:00 0.08 0.02 0.18 1.92 0.05
 -------- 11:00 0.07 0.01 0.11 1.78 0.04
 -------- 12:00 0.07 0.01 0.06 1.60 0.02
 -------- 13:00 0.06 0.01 0.04 1.53 0.02
 -------- 14:00 0.05 0.01 0.01 1.45 0.01
 28.03.13 15:00 0.04 0.00 0.01 1.46 0.01
 -------- 16:00 0.04 0.00 0.01 1.49 0.01
 -------- 17:00 0.06 0.00 0.02 1.46 0.01
 -------- 18:00 0.06 0.00 0.04 1.52 0.01
 -------- 19:00 0.06 0.00 0.07 1.60 0.00
 28.03.13 20:00 0.11 0.01 0.20 1.59 0.02
 -------- 21:00 0.13 0.01 0.39 1.65 0.05
 -------- 22:00 0.16 0.01 0.42 1.64 0.07
 -------- 23:00 0.10 0.01 0.35 1.83 0.03
 -------- 00:00 0.09 0.01 0.26 2.23 0.02
 29.03.13 01:00 0.11 0.01 0.41 2.38 0.10
 -------- 02:00 0.14 0.01 0.44 2.20 0.22
 -------- 03:00 0.15 0.01 0.46 2.27 0.29
 -------- 04:00 0.15 0.01 0.44 2.88 0.20
 -------- 05:00 0.17 0.01 0.48 3.01 0.37
 29.03.13 06:00 0.16 0.01 0.52 2.51 0.31
 -------- 07:00 0.23 0.01 0.61 2.49 0.34
 -------- 08:00 0.58 0.01 0.60 3.17 0.63
 -------- 09:00 0.23 0.01 0.41 2.95 0.19
 -------- 10:00 0.15 0.01 0.32 2.40 0.10
 29.03.13 11:00 0.11 0.01 0.25 1.72 0.07
 -------- 12:00 0.07 0.01 0.05 1.62 0.02
 -------- 13:00 0.06 0.00 0.02 1.51 0.01
 -------- 14:00 0.04 0.00 0.01 1.45 0.01
 -------- 15:00 0.05 0.00 0.01 1.51 0.01
 29.03.13 16:00 0.05 0.01 0.01 1.49 0.01
 -------- 17:00 0.06 0.01 ---- 1.50 0.00
 -------- 18:00 0.06 0.01 0.01 1.59 0.00
 -------- 19:00 0.06 0.01 0.02 1.77 0.00
 -------- 20:00 0.11 0.01 0.23 1.99 0.03
 29.03.13 21:00 0.32 0.01 0.47 3.06 0.36
 -------- 22:00 0.44 0.01 0.56 5.12 0.83
 -------- 23:00 0.51 0.01 0.61 5.22 1.04
