 Date Time CO SO2 NO2 CHX NO
 28.10.12 00:00 0.08 0.00 0.11 1.50 0.00
 -------- 01:00 0.10 0.00 0.21 1.52 0.01
 -------- 02:00 0.08 0.00 0.21 1.53 0.00
 -------- 03:00 0.08 0.00 0.16 1.53 0.00
 -------- 04:00 0.07 0.00 0.13 1.52 0.00
 28.10.12 05:00 0.06 0.00 0.12 1.51 0.00
 -------- 06:00 0.06 0.00 0.12 1.52 0.01
 -------- 07:00 0.08 0.00 0.13 1.53 0.00
 -------- 08:00 0.08 0.00 0.17 1.54 0.01
 -------- 09:00 0.10 0.00 0.22 1.57 0.03
 28.10.12 10:00 0.13 0.01 0.24 1.61 0.05
 -------- 11:00 0.15 0.00 0.27 1.67 0.07
 -------- 12:00 0.15 0.00 0.29 1.66 0.11
 -------- 13:00 0.19 0.00 0.31 1.69 0.15
 -------- 14:00 0.21 0.01 0.30 1.71 0.18
 28.10.12 15:00 0.21 0.01 0.31 1.73 0.20
 -------- 16:00 0.24 0.01 0.30 1.76 0.23
 -------- 17:00 0.27 0.00 0.30 1.79 0.23
 -------- 18:00 0.30 0.00 0.29 1.85 0.25
 -------- 19:00 0.33 0.00 0.29 1.93 0.30
 28.10.12 20:00 0.60 0.02 0.31 2.09 0.64
 -------- 21:00 0.72 0.02 0.32 2.27 0.78
 -------- 22:00 0.42 0.00 0.29 2.42 0.36
 -------- 23:00 0.27 0.00 0.25 2.27 0.13
 -------- 00:00 0.15 0.00 0.14 1.98 0.01
 29.10.12 01:00 0.10 0.00 0.10 1.77 0.01
 -------- 02:00 0.07 0.00 0.08 1.65 0.00
 -------- 03:00 0.06 0.00 0.07 1.59 0.00
 -------- 04:00 0.06 0.00 0.07 1.56 0.00
 -------- 05:00 0.06 0.00 0.09 1.54 0.01
 29.10.12 06:00 0.07 0.00 0.10 1.53 0.01
 -------- 07:00 0.07 0.00 0.11 1.51 0.01
 -------- 08:00 0.07 0.00 0.13 1.51 0.02
 -------- 09:00 0.08 0.01 0.13 1.51 0.02
 -------- 10:00 0.08 0.00 0.13 1.52 0.02
 29.10.12 11:00 0.08 0.00 0.15 1.50 0.02
 -------- 12:00 0.08 0.00 0.15 1.49 0.02
 -------- 13:00 0.08 0.00 0.17 1.49 0.02
 -------- 14:00 0.08 0.00 0.16 1.50 0.02
 -------- 15:00 0.08 0.00 0.15 1.49 0.02
 29.10.12 16:00 0.08 0.00 0.17 1.49 0.02
 -------- 17:00 0.08 0.00 0.18 1.49 0.02
 -------- 18:00 0.08 0.00 0.17 1.49 0.02
 -------- 19:00 0.09 0.01 0.16 1.50 0.02
 -------- 20:00 0.09 0.01 0.17 1.50 0.01
 29.10.12 21:00 0.08 0.00 0.17 1.49 0.01
 -------- 22:00 0.08 0.00 0.15 1.47 0.01
