 Date Time CO SO2 NO2 CHX NO
 15.04.13 12:00 0.08 0.00 0.24 1.52 0.04
 -------- 13:00 0.07 0.01 0.23 1.50 0.03
 -------- 14:00 0.07 0.00 0.25 1.50 0.03
 -------- 15:00 0.07 0.01 0.26 1.51 0.02
 -------- 16:00 0.06 0.01 0.26 1.51 0.02
 15.04.13 17:00 0.06 0.00 0.21 1.49 0.01
 -------- 18:00 0.07 0.01 0.21 1.50 0.01
 -------- 19:00 0.11 0.01 0.29 1.60 0.02
 -------- 20:00 0.15 0.01 0.38 1.64 0.01
 -------- 21:00 0.25 0.01 0.53 1.85 0.04
 15.04.13 22:00 0.33 0.00 0.59 1.95 0.10
 -------- 23:00 0.43 0.01 0.61 2.02 0.19
 -------- 00:00 0.35 0.01 0.58 1.96 0.16
 -------- 01:00 0.31 0.01 0.52 2.01 0.21
 -------- 02:00 0.14 0.01 0.36 1.62 0.02
 16.04.13 03:00 0.13 0.01 0.35 1.64 0.02
 -------- 04:00 0.15 0.01 0.48 1.85 0.11
 -------- 05:00 0.15 0.01 0.42 2.05 0.11
 -------- 06:00 0.16 0.00 0.38 1.77 0.08
 -------- 07:00 0.27 0.00 0.58 1.95 0.35
 16.04.13 08:00 0.23 0.01 0.56 1.81 0.19
 -------- 09:00 0.23 0.01 0.57 1.81 0.20
 -------- 10:00 0.22 0.01 0.57 1.80 0.18
 -------- 11:00 0.22 0.01 0.56 1.78 0.17
 -------- 12:00 0.16 0.01 0.42 1.65 0.09
 16.04.13 13:00 0.10 0.01 0.19 1.51 0.03
 -------- 14:00 0.08 0.01 0.08 1.45 0.01
 -------- 15:00 0.07 0.01 0.05 1.46 0.01
 -------- 16:00 0.06 0.01 0.06 1.44 0.01
 -------- 17:00 0.08 0.01 0.10 1.45 0.01
 16.04.13 18:00 0.08 0.01 0.10 1.43 0.01
 -------- 19:00 0.08 0.01 0.12 1.45 0.01
 -------- 20:00 0.10 0.00 0.22 1.50 0.01
 -------- 21:00 0.11 0.01 0.28 1.58 0.01
 -------- 22:00 0.13 0.01 0.29 1.63 0.01
 16.04.13 23:00 0.17 0.01 0.44 1.67 0.08
 -------- 00:00 0.17 0.01 0.32 2.67 0.11
 -------- 01:00 0.14 0.01 0.31 2.62 0.08
 -------- 02:00 0.18 0.01 0.42 3.71 0.22
 -------- 03:00 0.16 0.01 0.39 3.66 0.24
 17.04.13 04:00 0.19 0.01 0.40 4.08 0.43
 -------- 05:00 0.27 0.01 0.41 4.37 0.77
 -------- 06:00 0.35 0.01 0.49 4.78 1.22
 -------- 07:00 0.67 0.01 0.80 4.98 1.75
 -------- 08:00 0.83 0.01 0.58 3.87 1.25
 17.04.13 09:00 0.39 0.00 0.53 2.16 0.43
 -------- 10:00 0.30 0.00 0.50 1.96 0.28
 -------- 11:00 0.16 0.01 0.28 1.70 0.09
