 Date Time CO SO2 NO2 CHX NO
 05.10.12 22:00 0.12 0.00 0.26 1.45 0.01
 -------- 23:00 0.10 0.00 0.23 1.45 0.01
 -------- 00:00 0.09 0.00 0.18 1.45 0.01
 -------- 01:00 0.04 0.00 0.10 1.52 0.00
 -------- 02:00 0.04 0.00 0.11 1.97 ----
 06.10.12 03:00 0.05 0.01 0.08 1.60 0.00
 -------- 04:00 0.06 0.01 0.14 1.41 0.01
 -------- 05:00 0.07 0.00 0.16 1.36 0.01
 -------- 06:00 0.07 0.00 0.11 1.34 0.01
 -------- 07:00 0.09 0.00 0.18 1.43 0.01
 06.10.12 08:00 0.12 0.00 0.21 1.43 0.06
 -------- 09:00 0.16 0.00 0.26 1.52 0.11
 -------- 10:00 0.12 0.00 0.23 1.47 0.05
 -------- 11:00 0.10 0.00 0.20 1.41 0.03
 -------- 12:00 0.10 0.00 0.16 1.38 0.02
 06.10.12 13:00 0.09 0.00 0.14 1.37 0.02
 -------- 14:00 0.09 0.00 0.15 1.37 0.02
 -------- 15:00 0.08 0.00 0.15 1.36 0.02
 -------- 16:00 0.06 0.00 0.15 1.34 0.02
 -------- 17:00 0.06 0.00 0.13 1.34 0.01
 06.10.12 18:00 0.06 0.00 0.12 1.33 0.01
 -------- 19:00 0.06 0.00 0.15 1.33 0.02
 -------- 20:00 0.06 0.00 0.21 1.36 0.03
 -------- 21:00 0.06 0.00 0.18 1.38 0.02
 -------- 22:00 0.06 0.00 0.19 1.36 0.02
 06.10.12 23:00 0.05 0.00 0.18 1.35 0.01
 -------- 00:00 0.06 0.00 0.16 1.36 0.01
 -------- 01:00 0.06 0.00 0.10 1.38 0.00
 -------- 02:00 0.06 0.00 0.15 1.45 0.00
 -------- 03:00 0.07 0.00 0.19 1.46 0.00
 07.10.12 04:00 0.09 0.01 0.26 1.59 0.02
 -------- 05:00 0.11 0.00 0.28 1.58 0.03
 -------- 06:00 0.08 0.00 0.24 1.45 0.02
 -------- 07:00 0.08 0.00 0.26 1.41 0.02
 -------- 08:00 0.15 0.00 0.24 1.47 0.03
 07.10.12 09:00 0.11 0.00 0.17 1.40 0.02
 -------- 10:00 0.07 0.00 0.11 1.34 0.01
 -------- 11:00 0.06 0.00 0.10 1.33 0.01
 -------- 12:00 0.05 0.00 0.09 1.32 0.01
 -------- 13:00 0.04 0.00 0.12 1.34 0.02
 07.10.12 14:00 0.07 0.00 0.17 1.37 0.02
 -------- 15:00 0.07 0.00 0.15 1.40 0.02
 -------- 16:00 0.04 0.01 0.09 1.42 0.01
 -------- 17:00 0.05 0.00 0.12 1.40 0.01
 -------- 18:00 0.07 0.00 0.18 1.44 0.01
 07.10.12 19:00 0.10 0.00 0.29 1.43 0.04
 -------- 20:00 0.15 0.00 0.31 1.49 0.04
 -------- 21:00 0.14 0.00 0.33 1.49 0.06
