 Date Time CO SO2 NO2 CHX NO
 16.04.13 12:00 0.14 0.01 0.38 1.62 0.08
 -------- 13:00 0.10 0.01 0.19 1.51 0.03
 -------- 14:00 0.08 0.01 0.08 1.45 0.01
 -------- 15:00 0.07 0.01 0.05 1.46 0.01
 -------- 16:00 0.06 0.01 0.06 1.44 0.01
 16.04.13 17:00 0.08 0.01 0.10 1.45 0.01
 -------- 18:00 0.08 0.01 0.10 1.43 0.01
 -------- 19:00 0.08 0.01 0.12 1.45 0.01
 -------- 20:00 0.10 0.00 0.22 1.50 0.01
 -------- 21:00 0.11 0.01 0.28 1.58 0.01
 16.04.13 22:00 0.13 0.01 0.29 1.63 0.01
 -------- 23:00 0.17 0.01 0.44 1.67 0.08
 -------- 00:00 0.17 0.01 0.32 2.67 0.11
 -------- 01:00 0.14 0.01 0.31 2.62 0.08
 -------- 02:00 0.18 0.01 0.42 3.71 0.22
 17.04.13 03:00 0.16 0.01 0.39 3.66 0.24
 -------- 04:00 0.19 0.01 0.40 4.08 0.43
 -------- 05:00 0.27 0.01 0.41 4.37 0.77
 -------- 06:00 0.35 0.01 0.49 4.78 1.22
 -------- 07:00 0.67 0.01 0.80 4.98 1.75
 17.04.13 08:00 0.83 0.01 0.58 3.87 1.25
 -------- 09:00 0.39 0.00 0.53 2.16 0.43
 -------- 10:00 0.30 0.00 0.50 1.96 0.28
 -------- 11:00 0.16 0.01 0.28 1.70 0.09
 -------- 12:00 0.11 0.00 0.15 1.58 0.04
 17.04.13 13:00 0.08 0.01 0.08 1.48 0.02
 -------- 14:00 0.06 0.01 0.09 1.48 0.02
 -------- 15:00 0.06 0.01 0.08 1.45 0.01
 -------- 16:00 0.06 0.01 0.05 1.43 0.00
 -------- 17:00 0.06 0.01 0.07 1.43 0.01
 17.04.13 18:00 0.07 0.01 0.11 1.44 0.01
 -------- 19:00 0.07 0.01 0.10 1.46 0.00
 -------- 20:00 0.09 0.01 0.21 1.51 0.01
 -------- 21:00 0.13 0.00 0.31 1.59 0.01
 -------- 22:00 0.17 0.02 0.39 1.73 0.01
 17.04.13 23:00 0.15 0.01 0.37 1.61 0.01
 -------- 00:00 0.12 0.01 0.32 1.54 0.01
 -------- 01:00 0.10 0.01 0.23 1.54 0.01
 -------- 02:00 0.10 0.01 0.25 1.59 0.00
 -------- 03:00 0.09 0.01 0.18 1.57 0.00
 18.04.13 04:00 0.08 0.01 0.15 1.53 0.00
 -------- 05:00 0.08 0.00 0.16 1.52 0.00
 -------- 06:00 0.08 0.01 0.21 1.52 0.00
 -------- 07:00 0.11 0.01 0.29 1.55 0.01
 -------- 08:00 0.13 0.01 0.32 1.54 0.03
 18.04.13 09:00 0.12 0.01 0.28 1.49 0.02
 -------- 10:00 0.11 0.01 0.27 1.50 0.03
 -------- 11:00 0.11 0.01 0.24 1.50 0.02
