 Date Time CO SO2 NO2 CHX NO
 21.10.12 12:00 0.08 0.01 0.12 1.34 0.02
 -------- 13:00 0.08 0.00 0.11 1.33 0.02
 -------- 14:00 0.09 0.00 0.14 1.34 0.02
 -------- 15:00 0.08 0.00 0.12 1.32 0.01
 -------- 16:00 0.09 0.00 0.15 1.35 0.01
 21.10.12 17:00 0.10 0.01 0.19 1.36 0.01
 -------- 18:00 0.09 0.00 0.20 1.39 0.01
 -------- 19:00 0.10 0.00 0.16 1.36 0.01
 -------- 20:00 0.08 0.00 0.26 1.36 0.04
 -------- 21:00 0.08 0.00 0.27 1.37 0.04
 21.10.12 22:00 0.08 0.00 0.27 1.36 0.04
 -------- 23:00 0.07 0.00 0.22 1.35 0.02
 -------- 00:00 0.06 0.00 0.24 1.35 0.02
 -------- 01:00 0.06 0.00 0.21 1.39 0.02
 -------- 02:00 0.06 0.00 0.14 1.45 0.01
 22.10.12 03:00 0.06 0.00 0.14 1.51 0.01
 -------- 04:00 0.06 0.01 0.16 1.52 0.01
 -------- 05:00 0.06 0.00 0.09 1.74 0.00
 -------- 06:00 0.12 0.00 0.14 1.77 0.01
 -------- 07:00 0.14 0.00 0.19 1.82 0.03
 22.10.12 08:00 0.14 0.00 0.21 1.60 0.06
 -------- 09:00 0.11 0.00 0.14 1.34 0.06
 -------- 10:00 0.10 0.00 0.13 1.34 0.06
 -------- 11:00 0.08 0.00 0.13 1.32 0.04
 -------- 12:00 0.09 0.00 0.11 1.31 0.05
 22.10.12 13:00 0.09 0.00 0.15 1.31 0.03
 -------- 14:00 0.08 0.00 0.17 1.30 0.02
 -------- 15:00 0.10 0.00 0.17 0.99 0.02
 -------- 16:00 0.09 0.00 0.16 1.00 0.01
 -------- 17:00 0.10 0.01 0.22 1.52 0.02
 22.10.12 18:00 0.10 0.00 0.17 1.51 0.02
 -------- 19:00 0.11 0.00 0.23 1.49 0.04
 -------- 20:00 0.11 0.00 0.18 1.51 0.02
 -------- 21:00 0.09 0.00 0.13 1.50 0.01
 -------- 22:00 0.09 0.00 0.12 1.48 0.01
 22.10.12 23:00 0.08 0.00 0.10 1.48 0.01
 -------- 00:00 0.08 0.00 0.09 1.49 0.00
 -------- 01:00 0.09 0.00 0.09 1.49 0.00
 -------- 02:00 0.08 0.00 0.10 1.48 0.00
 -------- 03:00 0.08 0.00 0.10 1.48 0.00
 23.10.12 04:00 0.09 0.00 0.12 1.48 0.00
 -------- 05:00 0.09 0.00 0.16 1.48 0.01
 -------- 06:00 0.10 0.00 0.17 1.50 0.02
 -------- 07:00 0.12 0.00 0.21 1.52 0.03
 -------- 08:00 0.12 0.01 0.23 1.52 0.04
 23.10.12 09:00 0.13 0.01 0.24 1.53 0.06
 -------- 10:00 0.13 0.01 0.25 1.54 0.06
