 Date Time CO SO2 NO2 CHX NO
 19.11.12 12:00 0.08 0.00 0.13 1.51 0.03
 -------- 13:00 0.09 0.00 0.15 1.51 0.04
 -------- 14:00 0.09 0.00 0.16 1.52 0.04
 -------- 15:00 0.10 0.00 0.18 1.53 0.05
 -------- 16:00 0.11 0.00 0.19 1.53 0.05
 19.11.12 17:00 0.11 0.00 0.18 1.53 0.05
 -------- 18:00 0.11 0.00 0.18 1.53 0.04
 -------- 19:00 0.10 0.00 0.17 1.53 0.03
 -------- 20:00 0.10 0.00 0.15 1.53 0.03
 -------- 21:00 0.10 0.00 0.14 1.52 0.02
 19.11.12 22:00 0.10 0.00 0.13 1.52 0.02
 -------- 23:00 0.10 0.00 0.13 1.52 0.02
 -------- 00:00 0.10 0.00 0.13 1.52 0.02
 -------- 01:00 0.10 0.00 0.11 1.52 0.01
 -------- 02:00 0.10 0.00 0.10 1.53 0.01
 20.11.12 03:00 0.10 0.00 0.10 1.53 0.01
 -------- 04:00 0.10 0.01 0.11 1.53 0.01
 -------- 05:00 0.11 0.00 0.12 1.54 0.04
 -------- 06:00 0.15 0.00 0.14 1.55 0.10
 -------- 07:00 0.16 0.00 0.15 1.58 0.15
 20.11.12 08:00 0.18 0.00 0.16 1.60 0.16
 -------- 09:00 0.18 0.00 0.15 1.60 0.16
 -------- 10:00 0.16 0.00 0.16 1.61 0.12
 -------- 11:00 0.15 0.00 0.16 1.59 0.11
 -------- 12:00 0.15 0.00 0.20 1.59 0.13
 20.11.12 13:00 0.13 0.00 0.20 1.57 0.07
 -------- 14:00 0.13 0.00 0.23 1.56 0.07
 -------- 15:00 0.10 0.00 0.20 1.55 0.04
 -------- 16:00 0.10 0.00 0.17 1.52 0.03
 -------- 17:00 0.11 0.01 0.20 1.52 0.04
 20.11.12 18:00 0.10 0.00 0.18 1.51 0.03
 -------- 19:00 0.10 0.00 0.19 1.51 0.03
 -------- 20:00 0.10 0.00 0.19 1.51 0.03
 -------- 21:00 0.10 0.00 0.17 1.51 0.02
 -------- 22:00 0.10 0.00 0.15 1.51 0.01
 20.11.12 23:00 0.09 0.00 0.10 1.50 0.01
 -------- 00:00 0.08 0.00 0.14 1.50 0.01
 -------- 01:00 0.08 0.00 0.10 1.49 0.00
 -------- 02:00 0.08 0.00 0.07 1.49 0.00
 -------- 03:00 0.08 0.00 0.06 1.48 0.00
 21.11.12 04:00 0.08 0.00 0.10 1.48 0.00
 -------- 05:00 0.09 0.00 0.18 1.51 0.01
 -------- 06:00 0.12 0.01 0.28 1.54 0.06
 -------- 07:00 0.15 0.00 0.32 1.57 0.08
 -------- 08:00 0.15 0.00 0.28 1.59 0.08
 21.11.12 09:00 0.14 0.00 0.26 1.58 0.09
 -------- 10:00 0.14 0.01 0.26 1.59 0.10
