 Date Time CO SO2 NO2 CHX NO
 08.10.12 00:00 0.19 0.00 0.25 2.23 0.15
 -------- 01:00 0.27 0.00 0.25 2.24 0.28
 -------- 02:00 0.27 0.00 0.23 1.84 0.33
 -------- 03:00 0.29 0.01 0.21 1.90 0.41
 -------- 04:00 0.41 0.01 0.20 2.15 0.50
 08.10.12 05:00 0.44 0.01 0.22 2.24 0.60
 -------- 06:00 0.42 0.00 0.33 2.19 0.47
 -------- 07:00 0.31 0.00 0.38 1.89 0.32
 -------- 08:00 0.29 0.00 0.38 1.72 0.25
 -------- 09:00 0.15 0.00 0.37 1.57 0.17
 08.10.12 11:00 ---- ---- ---- ---- ----
 -------- 12:00 0.11 ---- 0.24 1.34 0.04
 -------- 13:00 0.11 0.00 0.32 1.40 0.04
 -------- 14:00 0.12 0.00 0.28 1.39 0.04
 -------- 15:00 0.12 0.00 0.26 1.39 0.02
 08.10.12 16:00 0.11 0.00 0.24 1.35 0.02
 -------- 17:00 0.13 0.01 0.24 1.38 0.02
 -------- 18:00 0.13 0.01 0.22 1.38 0.02
 -------- 19:00 0.15 0.01 0.26 1.37 0.02
 -------- 20:00 0.15 0.01 0.27 1.35 0.03
 08.10.12 21:00 0.14 0.01 0.26 1.39 0.04
 -------- 22:00 0.08 0.00 0.20 1.37 0.01
 -------- 23:00 0.07 0.00 0.15 1.36 0.01
 -------- 00:00 0.06 0.00 0.14 1.48 0.01
 -------- 01:00 0.06 0.00 0.13 1.68 0.00
 09.10.12 02:00 0.06 0.00 0.11 1.49 0.00
 -------- 03:00 0.06 0.00 0.10 1.37 0.00
 -------- 04:00 0.06 0.02 0.11 1.39 0.00
 -------- 05:00 0.06 0.00 0.17 1.40 0.01
 -------- 06:00 0.09 0.01 0.19 1.44 0.02
 09.10.12 07:00 0.10 0.01 0.16 1.38 0.02
 -------- 08:00 0.09 0.00 0.18 1.37 0.02
 -------- 09:00 0.10 0.01 0.21 1.36 0.03
 -------- 10:00 0.09 0.00 0.21 1.43 0.02
 -------- 11:00 0.08 0.00 0.17 1.35 0.02
 09.10.12 12:00 0.09 0.00 0.17 1.36 0.02
 -------- 13:00 0.07 0.01 0.15 1.34 0.01
 -------- 14:00 0.07 0.01 0.19 1.35 0.02
 -------- 15:00 0.09 0.00 0.19 1.40 0.02
 -------- 16:00 0.11 0.00 0.25 1.47 0.04
 09.10.12 17:00 0.10 0.00 0.21 1.37 0.02
 -------- 18:00 0.10 0.01 0.23 1.39 0.03
 -------- 19:00 0.10 0.00 0.20 1.37 0.02
 -------- 20:00 0.09 0.00 0.20 1.36 0.02
 -------- 21:00 0.07 0.00 0.16 1.33 0.02
 09.10.12 22:00 0.07 0.00 0.17 1.34 0.01
