 Date Time CO SO2 NO2 CHX NO
 05.11.12 00:00 0.08 0.00 0.16 1.63 0.01
 -------- 01:00 0.08 0.00 0.17 1.66 0.01
 -------- 02:00 0.08 0.00 0.21 1.57 0.02
 -------- 03:00 0.07 0.00 0.19 1.53 0.02
 -------- 04:00 0.06 0.00 0.20 1.55 0.02
 05.11.12 05:00 0.07 0.00 0.18 1.56 0.01
 -------- 06:00 0.08 0.00 0.15 1.61 0.01
 -------- 07:00 0.08 0.00 0.10 1.75 0.00
 -------- 08:00 0.09 0.00 0.17 1.89 0.01
 -------- 09:00 0.11 0.00 0.25 1.85 0.06
 05.11.12 10:00 0.13 0.00 0.25 1.73 0.07
 -------- 11:00 0.13 0.00 0.23 1.66 0.06
 -------- 12:00 0.15 0.00 0.28 1.65 0.09
 -------- 13:00 0.17 0.00 0.32 1.66 0.12
 -------- 14:00 0.19 0.01 0.33 1.68 0.15
 05.11.12 15:00 0.18 0.01 0.33 1.70 0.13
 -------- 16:00 0.17 0.00 0.29 1.70 0.06
 -------- 17:00 0.17 0.00 0.27 1.72 0.06
 -------- 18:00 0.17 0.00 0.26 1.68 0.09
 -------- 19:00 0.16 0.00 0.24 1.67 0.09
 05.11.12 20:00 0.16 0.00 0.25 1.67 0.08
 -------- 21:00 0.15 0.01 0.24 1.67 0.04
 -------- 22:00 0.13 0.00 0.20 1.63 0.01
 -------- 23:00 0.09 0.00 0.12 1.59 0.00
 -------- 00:00 0.09 0.00 0.09 1.55 0.00
 06.11.12 01:00 0.08 0.00 0.11 1.55 ----
 -------- 02:00 0.08 0.00 0.10 1.55 ----
 -------- 03:00 0.08 0.00 0.11 1.56 ----
 -------- 04:00 0.09 0.00 0.14 1.56 0.01
 -------- 05:00 0.10 0.00 0.18 1.57 0.01
 06.11.12 06:00 0.10 0.00 0.25 1.59 0.03
 -------- 07:00 0.13 0.00 0.26 1.61 0.02
 -------- 08:00 0.14 0.00 0.29 1.64 0.06
 -------- 09:00 0.14 0.00 0.29 1.66 0.06
 -------- 10:00 0.15 0.00 0.28 1.68 0.08
 06.11.12 11:00 0.14 0.00 0.27 1.69 0.07
 -------- 12:00 0.15 0.00 0.26 1.68 0.09
 -------- 13:00 0.17 0.00 0.26 1.71 0.11
 -------- 14:00 0.17 0.00 0.25 1.73 0.13
 -------- 15:00 0.11 0.00 0.16 1.72 0.03
 06.11.12 16:00 0.08 0.00 0.14 1.75 0.00
 -------- 17:00 0.11 0.00 0.23 1.82 0.02
 -------- 18:00 0.12 0.00 0.32 1.71 0.05
 -------- 19:00 0.11 0.00 0.24 1.63 0.03
 -------- 20:00 0.10 0.00 0.19 1.58 0.02
 06.11.12 21:00 0.09 0.00 0.16 1.54 0.02
 -------- 22:00 0.09 0.00 0.17 1.53 0.02
