 Date Time CO SO2 NO2 CHX NO
 17.10.12 12:00 0.21 0.02 0.20 1.62 0.26
 -------- 13:00 0.22 0.02 0.21 1.64 0.23
 -------- 14:00 0.20 0.02 0.25 1.60 0.19
 -------- 15:00 0.18 0.01 0.28 1.56 0.15
 -------- 16:00 0.21 0.01 0.31 1.61 0.18
 17.10.12 17:00 0.21 0.01 0.31 1.61 0.21
 -------- 18:00 0.21 0.01 0.29 1.60 0.16
 -------- 19:00 0.17 0.01 0.24 1.54 0.13
 -------- 20:00 0.16 0.01 0.23 1.53 0.12
 -------- 21:00 0.15 0.01 0.25 1.50 0.08
 17.10.12 22:00 0.16 0.01 0.25 1.54 0.08
 -------- 23:00 0.17 0.01 0.26 1.59 0.10
 -------- 00:00 0.17 0.01 0.27 1.61 0.11
 -------- 01:00 0.10 0.00 0.26 1.46 0.02
 -------- 02:00 0.08 0.00 0.22 1.46 0.00
 18.10.12 03:00 0.11 0.01 0.21 1.56 0.06
 -------- 04:00 0.19 0.01 0.21 2.04 0.20
 -------- 05:00 0.32 0.01 0.20 2.00 0.36
 -------- 06:00 0.79 0.02 0.24 2.32 0.64
 -------- 07:00 0.99 0.02 0.32 2.54 0.84
 18.10.12 08:00 0.61 0.02 0.40 2.59 0.94
 -------- 09:00 0.27 0.00 0.26 1.73 0.30
 -------- 10:00 0.14 0.00 0.18 1.41 0.10
 -------- 11:00 ---- ---- ---- ---- ----
 -------- 12:00 0.15 ---- 0.17 0.94 0.08
 18.10.12 13:00 0.17 0.00 0.19 1.38 0.09
 -------- 14:00 0.18 0.01 0.19 1.37 0.10
 -------- 15:00 0.21 0.01 0.20 1.41 0.13
 -------- 16:00 0.19 0.00 0.29 1.36 0.07
 -------- 17:00 0.21 0.00 0.32 1.38 0.09
 18.10.12 18:00 0.20 0.00 0.27 1.43 0.08
 -------- 19:00 0.16 0.00 0.17 1.37 0.03
 -------- 20:00 0.15 0.00 0.18 1.36 0.02
 -------- 21:00 0.14 0.00 0.15 1.52 0.02
 -------- 22:00 0.09 0.00 0.17 1.55 0.02
 18.10.12 23:00 0.09 0.00 0.20 1.38 0.03
 -------- 00:00 0.08 0.00 0.19 1.37 0.02
 -------- 01:00 0.07 0.00 0.18 1.35 0.02
 -------- 02:00 0.08 0.00 0.19 1.40 0.03
 -------- 03:00 0.08 0.01 0.19 1.40 0.03
 19.10.12 04:00 0.09 0.01 0.18 1.51 0.03
 -------- 05:00 0.12 0.00 0.19 1.65 0.11
 -------- 06:00 0.17 0.01 0.21 3.31 0.20
 -------- 07:00 0.21 0.01 0.23 1.72 0.24
 -------- 08:00 0.25 0.01 0.27 2.40 0.34
 19.10.12 09:00 0.23 0.01 0.27 1.85 0.30
 -------- 10:00 0.15 0.00 0.23 1.50 0.13
