 Date Time CO SO2 NO2 CHX NO
 10.11.12 16:00 0.08 0.01 0.20 1.54 0.01
 -------- 17:00 0.11 0.01 0.30 1.77 0.04
 -------- 18:00 0.24 0.01 0.35 2.19 0.33
 -------- 19:00 0.37 0.02 0.37 2.69 0.61
 -------- 20:00 0.40 0.01 0.38 3.95 0.74
 10.11.12 21:00 0.41 0.01 0.36 4.78 0.68
 -------- 22:00 0.40 0.01 0.34 4.86 0.62
 -------- 23:00 0.32 0.00 0.32 4.62 0.43
 -------- 00:00 0.33 0.01 0.29 4.23 0.47
 -------- 01:00 0.37 0.01 0.31 3.96 0.70
 11.11.12 02:00 0.39 0.02 0.36 4.00 0.94
 -------- 03:00 0.40 0.01 0.35 3.81 0.67
 -------- 04:00 0.25 0.00 0.32 3.11 0.20
 -------- 05:00 0.19 0.00 0.34 2.49 0.17
 -------- 06:00 0.15 0.00 0.33 2.13 0.08
 11.11.12 07:00 0.14 0.00 0.31 1.95 0.06
 -------- 08:00 0.16 0.01 0.33 1.90 0.14
 -------- 09:00 0.15 0.01 0.30 1.86 0.12
 -------- 10:00 0.14 0.00 0.26 1.79 0.07
 -------- 11:00 0.13 0.01 0.24 1.71 0.06
 11.11.12 12:00 0.12 0.00 0.22 1.65 0.06
 -------- 13:00 0.13 0.00 0.24 1.63 0.06
 -------- 14:00 0.14 0.00 0.28 1.64 0.08
 -------- 15:00 0.15 0.01 0.30 1.63 0.08
 -------- 16:00 0.13 0.00 0.29 1.62 0.07
 11.11.12 17:00 0.14 0.00 0.30 1.61 0.07
 -------- 18:00 0.15 0.00 0.31 1.63 0.09
 -------- 19:00 0.16 0.00 0.31 1.67 0.13
 -------- 20:00 0.15 0.00 0.30 1.67 0.07
 -------- 21:00 0.12 0.00 0.27 1.62 0.03
 11.11.12 22:00 0.10 0.00 0.24 1.59 0.02
 -------- 23:00 0.09 0.00 0.20 1.57 0.01
 -------- 00:00 0.08 0.01 0.14 1.56 0.00
 -------- 01:00 0.08 0.01 0.12 1.55 0.00
 -------- 02:00 0.07 0.01 0.11 1.54 0.00
 12.11.12 03:00 0.08 0.00 0.11 1.55 0.00
 -------- 04:00 0.08 0.01 0.13 1.55 0.00
 -------- 05:00 0.09 0.00 0.15 1.55 0.01
 -------- 06:00 0.10 0.00 0.18 1.55 0.03
 -------- 07:00 0.14 0.00 0.23 1.57 0.07
 12.11.12 08:00 0.15 0.00 0.25 1.59 0.08
 -------- 09:00 0.15 0.00 0.25 1.59 0.09
 -------- 10:00 0.14 0.00 0.23 1.59 0.07
 -------- 11:00 0.14 0.00 0.21 1.59 0.06
 -------- 12:00 0.11 0.00 0.19 1.57 0.04
 12.11.12 13:00 0.11 0.00 0.17 1.56 0.04
 -------- 14:00 0.10 0.00 0.18 1.55 0.04
