 Date Time CO SO2 NO2 CHX NO
 15.10.12 00:00 0.08 0.00 0.25 1.45 0.01
 -------- 01:00 0.07 0.00 0.22 1.47 0.01
 -------- 02:00 0.07 0.00 0.23 1.47 0.01
 -------- 03:00 0.09 0.00 0.24 1.53 0.01
 -------- 04:00 0.11 0.00 0.24 1.58 0.01
 15.10.12 05:00 0.24 0.00 0.31 1.87 0.19
 -------- 06:00 0.27 0.00 0.31 1.84 0.29
 -------- 07:00 0.31 0.01 0.31 1.90 0.33
 -------- 08:00 0.39 0.01 0.35 1.92 0.43
 -------- 09:00 0.32 0.00 0.36 1.81 0.38
 15.10.12 10:00 0.33 0.01 0.38 1.81 0.38
 -------- 11:00 0.28 0.01 0.40 1.73 0.29
 -------- 12:00 0.26 0.01 0.38 1.71 0.17
 -------- 13:00 0.16 0.04 0.37 1.60 0.13
 -------- 14:00 0.13 0.02 0.31 1.45 0.08
 15.10.12 15:00 0.12 0.01 0.30 1.43 0.05
 -------- 16:00 0.16 0.01 0.35 1.48 0.09
 -------- 17:00 0.16 0.00 0.37 1.47 0.07
 -------- 18:00 0.13 0.00 0.29 1.42 0.03
 -------- 19:00 0.15 0.00 0.36 1.45 0.05
 15.10.12 20:00 0.13 0.00 0.29 1.42 0.03
 -------- 21:00 0.11 0.00 0.27 1.39 0.03
 -------- 22:00 0.09 0.00 0.27 1.40 0.02
 -------- 23:00 0.08 0.00 0.25 1.39 0.01
 -------- 00:00 0.08 0.00 0.24 1.39 0.01
 16.10.12 01:00 0.08 0.00 0.22 1.39 0.01
 -------- 02:00 0.08 0.00 0.19 1.39 0.00
 -------- 03:00 0.07 0.00 0.20 1.39 0.01
 -------- 04:00 0.08 0.00 0.22 1.43 0.01
 -------- 05:00 0.09 0.00 0.22 1.42 0.02
 16.10.12 06:00 0.15 0.00 0.27 1.47 0.09
 -------- 07:00 0.17 0.00 0.36 1.49 0.13
 -------- 08:00 0.18 0.00 0.27 1.49 0.11
 -------- 09:00 0.21 0.01 0.29 1.56 0.18
 -------- 10:00 0.21 0.00 0.29 1.55 0.19
 16.10.12 11:00 0.18 0.01 0.28 1.53 0.17
 -------- 12:00 0.18 0.00 0.29 1.55 0.18
 -------- 13:00 0.21 0.00 0.29 1.57 0.21
 -------- 14:00 0.19 0.00 0.28 1.59 0.21
 -------- 15:00 0.20 0.01 0.29 1.58 0.22
 16.10.12 16:00 0.21 0.00 0.28 1.59 0.22
 -------- 17:00 0.18 0.00 0.27 1.54 0.19
 -------- 18:00 0.21 0.01 0.26 1.56 0.18
 -------- 19:00 0.17 0.02 0.26 1.55 0.16
 -------- 20:00 0.15 0.01 0.25 1.49 0.13
 16.10.12 21:00 0.17 0.00 0.24 1.53 0.16
 -------- 22:00 0.17 0.00 0.23 1.51 0.14
