 Date Time CO SO2 NO2 CHX NO
 19.10.12 00:00 0.08 0.00 0.20 1.37 0.02
 -------- 01:00 0.07 0.00 0.18 1.35 0.02
 -------- 02:00 0.08 0.00 0.19 1.40 0.03
 -------- 03:00 0.08 0.01 0.19 1.40 0.03
 -------- 04:00 0.09 0.01 0.18 1.51 0.03
 19.10.12 05:00 0.12 0.00 0.19 1.65 0.11
 -------- 06:00 0.17 0.01 0.21 3.31 0.20
 -------- 07:00 0.21 0.01 0.23 1.72 0.24
 -------- 08:00 0.25 0.01 0.27 2.40 0.34
 -------- 09:00 0.23 0.01 0.27 1.85 0.30
 19.10.12 10:00 0.15 0.00 0.23 1.50 0.13
 -------- 11:00 0.13 0.00 0.24 1.47 0.09
 -------- 12:00 0.12 0.00 0.23 1.49 0.11
 -------- 13:00 0.11 0.00 0.23 1.48 0.10
 -------- 14:00 0.12 0.00 0.22 1.47 0.10
 19.10.12 15:00 0.11 0.00 0.23 1.40 0.07
 -------- 16:00 0.14 0.01 0.26 1.45 0.10
 -------- 17:00 0.16 0.01 0.27 1.48 0.11
 -------- 18:00 0.15 0.01 0.28 1.49 0.06
 -------- 19:00 0.15 0.01 0.27 1.47 0.05
 19.10.12 20:00 0.12 0.00 0.23 1.41 0.03
 -------- 21:00 0.11 0.00 0.19 1.37 0.02
 -------- 22:00 0.08 0.00 0.15 1.35 0.01
 -------- 23:00 0.07 0.01 0.12 1.32 0.00
 -------- 00:00 0.06 0.00 0.11 1.33 0.00
 20.10.12 01:00 0.06 0.00 0.10 1.32 0.00
 -------- 02:00 0.06 0.00 0.09 1.32 0.00
 -------- 03:00 0.05 0.00 0.07 1.31 ----
 -------- 04:00 0.05 0.01 0.07 1.30 ----
 -------- 05:00 0.06 0.01 0.09 1.31 0.00
