 Date Time CO SO2 NO2 CHX NO
 28.10.12 12:00 0.16 0.00 0.29 1.66 0.12
 -------- 13:00 0.19 0.00 0.31 1.69 0.15
 -------- 14:00 0.21 0.01 0.30 1.71 0.18
 -------- 15:00 0.21 0.01 0.31 1.73 0.20
 -------- 16:00 0.24 0.01 0.30 1.76 0.23
 28.10.12 17:00 0.27 0.00 0.30 1.79 0.23
 -------- 18:00 0.30 0.00 0.29 1.85 0.25
 -------- 19:00 0.33 0.00 0.29 1.93 0.30
 -------- 20:00 0.60 0.02 0.31 2.09 0.64
 -------- 21:00 0.72 0.02 0.32 2.27 0.78
 28.10.12 22:00 0.42 0.00 0.29 2.42 0.36
 -------- 23:00 0.27 0.00 0.25 2.27 0.13
 -------- 00:00 0.15 0.00 0.14 1.98 0.01
 -------- 01:00 0.10 0.00 0.10 1.77 0.01
 -------- 02:00 0.07 0.00 0.08 1.65 0.00
 29.10.12 03:00 0.06 0.00 0.07 1.59 0.00
 -------- 04:00 0.06 0.00 0.07 1.56 0.00
 -------- 05:00 0.06 0.00 0.09 1.54 0.01
 -------- 06:00 0.07 0.00 0.10 1.53 0.01
 -------- 07:00 0.07 0.00 0.11 1.51 0.01
 29.10.12 08:00 0.07 0.00 0.13 1.51 0.02
 -------- 09:00 0.08 0.01 0.13 1.51 0.02
 -------- 10:00 0.08 0.00 0.13 1.52 0.02
 -------- 11:00 0.08 0.00 0.15 1.50 0.02
 -------- 12:00 0.08 0.00 0.15 1.49 0.02
 29.10.12 13:00 0.08 0.00 0.17 1.49 0.02
 -------- 14:00 0.08 0.00 0.16 1.50 0.02
 -------- 15:00 0.08 0.00 0.15 1.49 0.02
 -------- 16:00 0.08 0.00 0.17 1.49 0.02
 -------- 17:00 0.08 0.00 0.18 1.49 0.02
 29.10.12 18:00 0.08 0.00 0.17 1.49 0.02
 -------- 19:00 0.09 0.01 0.16 1.50 0.02
 -------- 20:00 0.09 0.01 0.17 1.50 0.01
 -------- 21:00 0.08 0.00 0.17 1.49 0.01
 -------- 22:00 0.08 0.00 0.15 1.47 0.01
 29.10.12 23:00 0.07 0.01 0.16 1.47 0.01
 -------- 00:00 0.08 0.01 0.25 1.49 0.02
 -------- 01:00 0.08 0.00 0.25 1.53 0.02
 -------- 02:00 0.06 0.00 0.14 1.51 0.01
 -------- 03:00 0.06 0.00 0.07 1.49 0.00
 30.10.12 04:00 0.06 0.00 0.09 1.47 0.01
 -------- 05:00 0.07 0.00 0.17 1.47 0.01
 -------- 06:00 0.08 0.01 0.20 1.49 0.02
 -------- 07:00 0.11 0.01 0.21 1.51 0.02
 -------- 08:00 0.09 0.01 0.20 1.51 0.02
 30.10.12 09:00 0.09 0.01 0.18 1.53 0.03
 -------- 10:00 0.09 0.01 0.14 1.53 0.02
