 Date Time CO SO2 NO2 CHX NO
 08.10.12 12:00 0.11 ---- 0.24 1.34 0.04
 -------- 13:00 0.11 0.00 0.32 1.40 0.04
 -------- 14:00 0.12 0.00 0.28 1.39 0.04
 -------- 15:00 0.12 0.00 0.26 1.39 0.02
 -------- 16:00 0.11 0.00 0.24 1.35 0.02
 08.10.12 17:00 0.13 0.01 0.24 1.38 0.02
 -------- 18:00 0.13 0.01 0.22 1.38 0.02
 -------- 19:00 0.15 0.01 0.26 1.37 0.02
 -------- 20:00 0.15 0.01 0.27 1.35 0.03
 -------- 21:00 0.14 0.01 0.26 1.39 0.04
 08.10.12 22:00 0.08 0.00 0.20 1.37 0.01
 -------- 23:00 0.07 0.00 0.15 1.36 0.01
 -------- 00:00 0.06 0.00 0.14 1.48 0.01
 -------- 01:00 0.06 0.00 0.13 1.68 0.00
 -------- 02:00 0.06 0.00 0.11 1.49 0.00
 09.10.12 03:00 0.06 0.00 0.10 1.37 0.00
 -------- 04:00 0.06 0.02 0.11 1.39 0.00
 -------- 05:00 0.06 0.00 0.17 1.40 0.01
 -------- 06:00 0.09 0.01 0.19 1.44 0.02
 -------- 07:00 0.10 0.01 0.16 1.38 0.02
 09.10.12 08:00 0.09 0.00 0.18 1.37 0.02
 -------- 09:00 0.10 0.01 0.21 1.36 0.03
 -------- 10:00 0.09 0.00 0.21 1.43 0.02
 -------- 11:00 0.08 0.00 0.17 1.35 0.02
 -------- 12:00 0.09 0.00 0.17 1.36 0.02
 09.10.12 13:00 0.07 0.01 0.15 1.34 0.01
 -------- 14:00 0.07 0.01 0.19 1.35 0.02
 -------- 15:00 0.09 0.00 0.19 1.40 0.02
 -------- 16:00 0.11 0.00 0.25 1.47 0.04
 -------- 17:00 0.10 0.00 0.21 1.37 0.02
 09.10.12 18:00 0.10 0.01 0.23 1.39 0.03
 -------- 19:00 0.10 0.00 0.20 1.37 0.02
 -------- 20:00 0.09 0.00 0.20 1.36 0.02
 -------- 21:00 0.07 0.00 0.16 1.33 0.02
 -------- 22:00 0.07 0.00 0.17 1.34 0.01
 09.10.12 23:00 0.07 0.01 0.18 1.37 0.01
 -------- 00:00 0.07 0.01 0.12 1.38 0.01
 -------- 01:00 0.04 0.00 0.08 1.38 0.00
 -------- 02:00 0.04 0.01 0.12 1.78 0.00
 -------- 03:00 0.04 0.01 0.10 2.28 ----
 10.10.12 04:00 0.05 0.00 0.11 2.74 ----
 -------- 05:00 0.08 0.01 0.19 2.05 0.01
 -------- 06:00 0.12 0.01 0.28 1.48 0.08
 -------- 07:00 0.12 0.00 0.32 1.45 0.07
 -------- 08:00 0.17 0.00 0.29 1.50 0.14
 10.10.12 09:00 0.15 0.01 0.25 1.46 0.10
 -------- 10:00 0.18 0.00 0.26 1.52 0.12
