 Date Time CO SO2 NO2 CHX NO
 16.01.13 12:00 0.22 0.01 0.44 1.85 0.30
 -------- 13:00 0.21 0.01 0.44 1.94 0.28
 -------- 14:00 0.21 0.00 0.43 1.89 0.30
 -------- 15:00 0.23 0.01 0.45 1.89 0.34
 -------- 16:00 0.21 0.01 0.47 1.97 0.41
 16.01.13 17:00 0.22 0.01 0.44 1.98 0.36
 -------- 18:00 0.18 0.01 0.40 1.82 0.29
 -------- 19:00 0.15 0.01 0.37 1.83 0.14
 -------- 20:00 0.13 0.01 0.34 1.78 0.09
 -------- 21:00 0.12 0.01 0.33 1.72 0.09
 16.01.13 22:00 0.10 0.01 0.30 1.66 0.05
 -------- 23:00 0.11 0.01 0.31 1.66 0.07
 -------- 00:00 0.09 0.01 0.29 1.59 0.05
 -------- 01:00 0.08 0.01 0.29 1.55 0.06
 -------- 02:00 0.08 0.01 0.23 1.54 0.01
 17.01.13 03:00 0.07 0.01 0.20 1.53 0.01
 -------- 04:00 0.06 0.01 0.22 1.53 0.01
 -------- 05:00 0.08 0.01 0.25 1.53 0.02
 -------- 06:00 0.13 0.01 0.22 1.56 0.02
 -------- 07:00 0.11 0.01 0.22 1.53 0.02
 17.01.13 08:00 0.17 0.01 0.27 1.61 0.04
 -------- 09:00 0.10 0.00 0.27 1.55 0.04
 -------- 10:00 0.09 0.01 0.28 1.55 0.05
 -------- 11:00 0.10 0.01 0.29 1.54 0.06
 -------- 12:00 0.09 0.01 0.25 1.53 0.04
 17.01.13 13:00 0.08 0.01 0.20 1.52 0.03
 -------- 14:00 0.09 0.00 0.22 1.54 0.05
 -------- 15:00 0.08 0.01 0.22 1.52 0.05
 -------- 16:00 0.07 0.01 0.21 1.53 0.03
 -------- 17:00 0.07 0.01 0.21 1.51 0.03
 17.01.13 18:00 0.08 0.01 0.21 1.60 0.03
 -------- 19:00 0.08 0.01 0.24 1.53 0.04
 -------- 20:00 0.07 0.01 0.26 1.54 0.04
 -------- 21:00 0.08 0.01 0.26 1.55 0.04
 -------- 22:00 0.08 0.00 0.27 1.54 0.04
 17.01.13 23:00 0.07 0.01 0.27 1.54 0.03
 -------- 00:00 0.07 0.01 0.25 1.53 0.03
 -------- 01:00 0.07 0.01 0.22 1.53 0.02
 -------- 02:00 0.06 0.01 0.22 1.53 0.02
 -------- 03:00 0.06 0.01 0.22 1.52 0.02
 18.01.13 04:00 0.06 0.00 0.17 1.50 0.01
 -------- 05:00 0.06 0.01 0.20 1.52 0.01
 -------- 06:00 0.17 0.02 0.22 1.60 0.02
 -------- 07:00 0.10 0.01 0.28 1.59 0.04
 -------- 08:00 0.11 0.01 0.31 1.61 0.06
 18.01.13 09:00 0.10 0.00 0.31 1.60 0.06
 -------- 10:00 0.11 0.01 0.29 1.62 0.08
 -------- 11:00 0.09 0.01 0.27 1.59 0.06
