 Date Time CO SO2 NO2 CHX NO
 12.01.13 00:00 0.10 0.00 0.27 1.62 0.03
 -------- 01:00 0.09 0.00 0.24 1.62 0.02
 -------- 02:00 0.09 0.02 0.25 1.63 0.02
 -------- 03:00 0.08 0.02 0.19 1.59 0.01
 -------- 04:00 0.08 0.01 0.16 1.57 0.01
 12.01.13 05:00 0.08 0.01 0.14 1.60 0.01
 -------- 06:00 0.07 0.01 0.20 1.61 0.01
 -------- 07:00 0.09 0.01 0.23 1.63 0.02
 -------- 08:00 0.13 0.01 0.23 1.69 0.02
 -------- 09:00 0.11 0.01 0.26 1.73 0.06
 12.01.13 10:00 0.12 0.01 0.26 1.76 0.11
 -------- 11:00 0.14 0.01 0.26 2.51 0.16
 -------- 12:00 0.17 0.01 0.27 2.46 0.18
 -------- 13:00 0.17 0.01 0.27 1.84 0.18
 -------- 14:00 0.15 0.01 0.26 1.84 0.13
 12.01.13 15:00 0.14 0.01 0.27 1.77 0.13
 -------- 16:00 0.13 0.00 0.26 1.73 0.10
 -------- 17:00 0.16 0.01 0.28 1.75 0.14
 -------- 18:00 0.19 0.01 0.32 1.84 0.25
 -------- 19:00 0.15 0.01 0.28 1.77 0.13
 12.01.13 20:00 0.19 0.01 0.31 1.79 0.26
 -------- 21:00 0.25 0.01 0.33 1.84 0.37
 -------- 22:00 0.25 0.01 0.34 1.99 0.35
 -------- 23:00 0.19 0.01 0.30 1.84 0.23
 -------- 00:00 0.14 0.02 0.27 2.04 0.16
 13.01.13 01:00 0.16 0.01 0.28 2.57 0.18
 -------- 02:00 0.13 0.01 0.25 2.40 0.12
 -------- 03:00 0.13 0.02 0.26 3.06 0.10
 -------- 04:00 0.14 0.01 0.26 3.66 0.16
 -------- 05:00 0.11 0.01 0.25 2.63 0.13
 13.01.13 06:00 0.09 0.02 0.24 2.07 0.06
 -------- 07:00 0.08 0.01 0.21 2.41 0.01
 -------- 08:00 0.08 0.01 0.20 1.75 0.02
 -------- 09:00 0.08 0.02 0.18 1.79 0.02
 -------- 10:00 0.10 0.01 0.22 1.69 0.06
 13.01.13 11:00 0.11 0.01 0.22 1.69 0.06
 -------- 12:00 0.11 0.02 0.22 1.70 0.07
 -------- 13:00 0.09 0.01 0.18 1.64 0.04
 -------- 14:00 0.08 0.01 0.14 1.96 0.02
 -------- 15:00 0.08 0.01 0.19 2.03 0.03
 13.01.13 16:00 0.08 0.01 0.18 1.74 0.02
 -------- 17:00 0.08 0.01 0.20 1.66 0.02
 -------- 18:00 0.08 0.01 0.20 1.91 0.01
 -------- 19:00 0.08 0.00 0.22 1.98 0.01
 -------- 20:00 0.07 0.01 0.18 1.71 0.01
 13.01.13 21:00 0.07 0.01 0.18 1.65 0.01
 -------- 22:00 0.07 0.01 0.19 1.66 0.01
 -------- 23:00 0.07 0.01 0.18 1.70 0.01
